,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114187357,2,2,2,0,0,2
LOC114187817,0,0,0,0,0,0
LOC114186585,0,1,0,0,0,0
LOC114189230,154,106,100,177,59,220
LOC114187533,419,379,279,638,791,1025
LOC114187824,0,0,0,0,0,0
LOC114187825,0,0,0,0,0,0
LOC114187826,0,0,0,0,0,0
LOC114187827,0,0,0,0,0,0
LOC114187890,12,14,6,44,18,17
LOC114189158,482,431,359,224,373,324
LOC114189159,4,3,4,5,4,5
LOC114187830,0,0,0,0,0,0
LOC114189091,0,0,0,19,2,17
LOC114187843,0,0,0,0,0,0
LOC114187212,284,223,206,242,237,323
LOC114188705,272,216,171,167,154,249
LOC114188286,0,0,0,0,0,0
LOC114188287,0,0,0,0,0,0
LOC114189086,653,480,419,333,353,355
LOC114188204,171,231,130,177,186,205
LOC114187074,32,32,24,36,12,75
LOC114188288,0,0,0,0,0,0
LOC114187961,66,94,75,56,74,45
LOC114188289,0,0,0,0,0,0
LOC114189034,0,0,0,2,2,2
LOC114188291,0,0,0,0,0,0
LOC114188725,2,2,0,0,1,2
LOC114188292,0,0,0,0,0,1
LOC114186716,0,0,0,0,0,0
LOC114188699,0,1,1,0,2,0
LOC114188101,0,2,0,0,0,0
LOC114188293,0,0,0,0,0,0
LOC114188282,19,13,17,10,6,9
LOC114188294,0,0,0,0,0,0
LOC114188295,0,0,0,0,0,0
LOC114188215,43,35,25,59,29,42
LOC114187503,8,14,8,8,16,12
LOC114188976,0,0,0,0,0,1
LOC114187401,10,17,8,2,10,4
LOC114188297,0,0,0,0,0,0
LOC114186888,51,49,54,50,49,93
LOC114188298,0,0,0,0,0,0
LOC114186669,1759,1750,1991,1239,1760,1546
LOC114187665,0,0,0,0,0,0
LOC114188299,0,0,0,0,0,0
LOC114187672,589,566,550,486,432,506
LOC114188740,77,69,59,72,98,156
LOC114187271,0,6,0,5,1,3
LOC114187270,675,774,719,883,823,1029
LOC114188664,444,424,378,528,390,473
LOC114186973,0,0,0,0,0,0
LOC114187294,0,0,0,0,0,0
LOC114186609,236,185,183,238,201,363
LOC114187441,11,8,8,23,16,28
LOC114189260,938,789,831,425,779,485
LOC114189113,0,0,0,0,0,0
LOC114188771,1,5,0,1,0,2
LOC114186698,0,0,0,0,0,0
LOC114186920,8,24,8,8,14,10
LOC114188303,0,0,0,0,0,0
LOC114188304,0,0,0,0,0,0
LOC114188307,0,0,0,0,0,0
LOC114187017,10,0,0,0,0,0
LOC114186758,0,0,0,0,0,0
LOC114188308,0,0,0,0,0,0
LOC114189199,13,4,4,6,8,2
LOC114187749,25,48,50,132,122,217
LOC114188309,8,37,12,252,118,145
LOC114188310,0,0,0,0,0,0
LOC114188311,118,228,159,73,208,102
LOC114188312,3,4,6,18,6,16
LOC114188313,0,0,0,0,0,0
LOC114186532,68,51,68,73,101,94
LOC114186746,0,0,0,0,0,0
LOC114186559,1024,623,423,298,274,448
LOC114187854,0,0,0,0,0,0
LOC114188314,0,0,0,0,0,0
LOC114187186,57,28,36,67,58,48
LOC114187213,30,11,13,19,30,17
LOC114188809,0,0,0,0,0,0
LOC114187892,505,426,483,422,464,513
LOC114187467,16,23,18,32,30,30
LOC114187520,8,12,12,23,14,12
LOC114188317,0,0,0,0,0,0
LOC114187311,10,8,8,4,12,4
LOC114187312,6,2,2,7,1,0
LOC114186811,326,223,266,255,225,251
LOC114187670,0,4,0,4,4,3
LOC114187336,37,33,30,19,38,14
LOC114188318,0,0,0,0,0,0
LOC114188139,268,236,238,119,204,200
LOC114187685,836,695,639,476,562,615
LOC114188082,374,301,284,498,327,557
LOC114188319,0,0,0,0,0,0
LOC114188675,963,667,851,524,651,581
LOC114188658,338,436,305,539,394,604
LOC114187572,893,829,765,862,708,961
LOC114188321,0,0,0,0,0,0
LOC114188322,0,0,0,0,0,0
LOC114188323,0,0,0,0,0,0
LOC114188324,0,0,0,0,0,2
LOC114187874,142,170,158,102,178,108
LOC114187938,353,388,458,188,400,223
LOC114187939,13,36,36,12,29,4
LOC114187052,487,537,843,521,708,598
LOC114188075,12,336,32,310,633,268
LOC114188325,0,0,0,0,0,0
LOC114188020,53,17,33,41,42,22
LOC114188038,248,143,152,171,152,158
LOC114186881,0,0,0,0,0,0
LOC114189056,0,0,0,10,0,6
LOC114188326,0,0,0,0,0,0
LOC114187308,0,0,0,0,0,0
LOC114188327,0,0,0,0,0,0
LOC114187491,26,11,43,45,13,1
LOC114187301,3,1,0,16,2,1
LOC114186736,70,47,33,52,55,58
LOC114187641,0,0,0,0,0,0
LOC114187243,10,14,20,29,14,16
LOC114188126,92,101,108,803,113,499
LOC114188332,0,0,0,0,0,0
LOC114188718,34,20,18,61,27,114
LOC114186579,2421,3074,2175,1544,1583,2606
LOC114188334,0,0,0,0,0,0
LOC114187003,1715,1908,1531,1446,1186,1980
LOC114188335,0,0,0,0,0,0
LOC114189061,0,0,0,1,0,0
LOC114188336,0,0,0,0,0,0
LOC114188678,85,76,41,39,37,75
LOC114188337,0,0,0,0,0,0
LOC114188680,219,164,234,225,214,171
LOC114188338,0,0,0,0,0,0
LOC114189235,0,0,0,0,0,0
LOC114189244,0,0,0,0,0,0
LOC114187545,6,4,2,0,5,4
LOC114188339,0,0,0,0,0,0
LOC114188340,0,0,0,0,0,0
LOC114188341,0,0,0,0,0,0
LOC114188342,0,0,0,0,0,0
LOC114186727,387,348,273,258,262,305
LOC114187982,325,312,301,216,320,333
LOC114188343,0,0,0,0,0,0
LOC114188344,0,0,0,0,0,0
LOC114188738,199,126,141,181,96,207
LOC114188717,174,139,158,104,140,120
LOC114186871,230,159,170,234,221,225
LOC114187975,220,159,115,126,240,153
LOC114187974,16,8,19,4,15,17
LOC114187356,43,108,72,476,166,206
LOC114187776,9,20,12,22,14,26
LOC114187868,137,173,158,114,125,109
LOC114187870,0,2,3,2,2,2
LOC114187869,159,239,175,95,242,207
LOC114188346,0,0,0,0,0,0
LOC114188283,525,375,437,442,453,484
LOC114187674,32,46,77,57,14,17
LOC114186799,0,0,0,0,0,0
LOC114186964,4,26,27,74,51,35
LOC114188347,0,0,0,0,0,0
LOC114188349,0,0,0,2,4,0
LOC114187313,2,8,0,0,0,2
LOC114188350,0,0,0,0,0,0
LOC114187264,0,11,4,26,14,12
LOC114187735,230,190,192,224,200,292
LOC114188351,0,0,0,0,0,0
LOC114188352,0,0,0,0,0,0
LOC114186788,15,10,2,6,0,6
LOC114188353,0,0,0,0,0,0
LOC114188355,0,0,0,0,0,0
LOC114187390,282,172,203,131,168,186
LOC114188356,0,0,0,0,0,0
LOC114187317,4,0,4,0,0,2
LOC114187043,74,66,66,38,28,118
LOC114187042,229,150,135,855,213,558
LOC114188683,1284,1347,1343,1603,1215,1908
LOC114188954,1129,608,885,350,530,421
LOC114188876,190,137,91,195,92,160
TRNAN-GUU_19,0,0,0,0,0,0
LOC114186828,260,135,275,141,177,94
LOC114188358,0,0,0,0,0,0
LOC114186785,218,216,176,207,211,159
LOC114186786,111,90,80,97,71,113
LOC114188359,2,4,6,9,2,4
LOC114188360,0,2,0,0,0,0
LOC114188361,0,0,0,0,0,0
LOC114189302,0,0,0,0,0,0
LOC114187532,45,29,37,31,34,24
LOC114188364,0,0,0,0,0,0
LOC114188366,0,0,0,0,0,0
LOC114188367,0,0,0,0,0,0
LOC114187639,0,0,0,0,0,2
LOC114187675,0,0,0,0,2,0
LOC114189163,0,0,1,6,2,1
LOC114186553,9,0,0,2,2,1
LOC114189342,64,33,83,35,38,34
LOC114187509,0,0,0,0,0,0
LOC114188369,0,0,0,0,0,0
LOC114188370,0,0,0,0,0,0
LOC114189141,2,0,2,2,0,2
LOC114188371,0,0,0,0,0,0
LOC114187850,215,245,197,346,210,421
LOC114189289,0,0,2,0,0,2
LOC114188372,0,0,0,0,0,0
LOC114188373,0,0,0,0,0,0
LOC114189303,0,0,0,0,0,0
LOC114189306,0,0,0,0,0,0
LOC114187562,40,24,36,40,68,93
LOC114187508,4,6,8,16,2,8
LOC114188374,0,0,0,0,0,0
LOC114188835,412,317,290,367,311,354
LOC114188375,0,0,0,0,0,0
TRNAA-AGC_14,0,0,0,0,0,0
TRNAA-AGC_15,0,0,0,0,0,0
TRNAA-AGC_16,0,0,0,0,0,0
TRNAA-AGC_17,0,0,0,0,0,0
LOC114188377,0,0,0,0,0,0
LOC114188378,0,0,0,0,0,0
LOC114188379,0,0,0,0,0,0
LOC114188380,0,0,0,0,0,0
LOC114188382,0,0,0,0,0,0
LOC114188383,0,0,0,0,0,0
LOC114186897,0,0,0,0,0,0
LOC114186706,0,0,0,0,0,0
LOC114188384,0,0,0,2,0,0
TRNAA-AGC_18,0,0,0,0,0,0
LOC114188385,6,10,2,0,6,8
LOC114186649,83,80,83,66,47,61
LOC114188677,277,231,235,210,223,216
LOC114189010,97,103,80,85,78,110
LOC114187285,35,34,30,18,43,48
LOC114187565,7,12,18,3,10,16
LOC114188859,0,0,0,0,0,0
LOC114188792,0,0,0,0,0,0
LOC114189125,2,1,1,10,0,3
LOC114188386,0,0,0,0,0,0
LOC114188915,156,195,159,192,213,145
LOC114189304,0,0,0,0,0,0
LOC114186599,0,0,0,0,0,0
LOC114186600,0,0,0,0,0,0
LOC114188388,0,0,0,0,0,0
LOC114188390,0,0,0,0,0,0
LOC114189108,0,0,0,0,0,0
LOC114188392,0,0,0,0,0,0
LOC114188394,0,0,0,0,0,0
LOC114188275,482,354,347,260,247,249
LOC114187306,21,20,26,50,24,54
LOC114188396,0,0,0,0,0,0
LOC114188397,0,0,0,0,0,0
LOC114188398,0,0,0,0,0,0
LOC114188400,0,0,0,0,0,0
LOC114188401,0,0,0,0,0,0
LOC114188942,4076,1870,1904,3629,1806,4855
LOC114188134,31,37,32,58,68,92
LOC114188402,0,0,0,0,0,0
LOC114188403,0,0,0,0,0,0
LOC114186854,0,0,0,2,0,0
LOC114188404,0,0,0,0,0,0
LOC114188405,0,0,0,0,0,0
LOC114187818,1058,1046,1329,872,1240,1204
LOC114189277,0,0,0,0,0,0
LOC114189345,0,0,0,0,0,0
LOC114189274,0,0,0,0,0,0
LOC114189351,0,0,0,0,0,0
LOC114189352,0,0,0,0,0,0
LOC114189297,0,0,0,0,0,0
LOC114189360,0,0,0,0,0,0
LOC114189310,0,0,0,0,0,0
LOC114189362,0,0,0,0,0,0
LOC114189321,0,0,0,0,0,0
LOC114189348,0,0,0,0,0,0
LOC114189370,0,0,0,0,0,0
LOC114189361,0,0,0,0,0,0
LOC114189359,0,0,0,0,0,0
LOC114188406,0,0,0,0,0,0
LOC114188868,8,4,2,13,7,4
LOC114188010,186,140,149,217,144,253
LOC114186762,182,245,204,230,209,279
LOC114189337,0,0,0,0,0,0
LOC114188926,423,284,165,134,131,226
LOC114187049,67,58,52,10,30,28
LOC114187047,777,533,513,696,510,778
LOC114189307,0,0,0,0,0,0
LOC114189041,2,0,0,0,0,0
LOC114188408,2,0,2,0,0,2
LOC114188409,0,0,0,0,0,0
LOC114186568,0,0,0,0,0,0
LOC114186807,72,42,54,83,60,97
LOC114187134,10,12,10,22,13,14
LOC114187645,0,0,0,13,4,3
LOC114188410,0,0,0,0,0,0
LOC114188411,0,0,0,0,1,0
LOC114189208,0,2,0,0,4,0
LOC114188412,0,0,0,0,0,0
LOC114188414,0,0,0,0,0,0
LOC114187494,59,24,30,81,26,52
LOC114188415,0,0,0,0,0,0
LOC114188145,394,270,271,287,261,348
LOC114188150,2918,2285,2022,3240,2298,2940
LOC114188149,100,63,75,97,44,99
LOC114187395,14,9,8,6,8,16
LOC114189323,2,0,0,0,0,0
LOC114189328,0,0,0,0,0,0
LOC114187876,785,686,640,748,768,848
LOC114188416,0,0,0,0,0,0
LOC114188997,202,158,176,161,133,170
LOC114187071,2,23,6,37,26,11
LOC114188829,6,2,0,3,2,5
LOC114188831,109,109,100,112,101,144
LOC114188418,0,0,0,0,0,0
LOC114187387,86,73,69,80,101,65
LOC114189093,0,2,0,0,0,0
LOC114187353,10,0,20,8,6,2
LOC114187481,2,6,14,4,10,2
LOC114188419,0,0,0,0,0,0
LOC114188420,0,0,0,0,0,0
LOC114188970,92,91,70,64,105,62
LOC114187587,134,63,104,39,80,34
LOC114187359,74,40,47,43,40,62
LOC114188888,23,20,21,10,12,21
LOC114187563,2,4,0,6,2,0
LOC114188695,357,286,287,466,307,447
LOC114187931,315,173,181,2955,494,3618
LOC114189295,0,0,0,0,0,0
LOC114186687,50,78,43,39,42,154
LOC114189298,0,0,0,0,0,0
LOC114188421,0,0,0,0,0,0
LOC114188822,4,9,4,20,13,68
LOC114188422,0,0,0,0,0,0
LOC114188423,0,0,0,0,0,0
LOC114187028,8,12,16,42,20,14
LOC114188788,539,362,325,264,245,366
LOC114186865,0,0,0,0,0,0
LOC114188424,0,0,0,0,0,0
LOC114189196,0,0,0,0,0,0
LOC114188766,30,12,16,8,2,12
LOC114189308,0,0,0,0,0,0
LOC114187697,399,285,326,737,386,682
LOC114187696,0,3,1,5,2,0
LOC114188806,0,0,0,16,9,46
LOC114188934,0,0,0,0,0,0
LOC114186660,0,0,0,0,0,0
LOC114186902,52,62,56,76,52,85
LOC114186878,0,0,0,0,0,0
LOC114189135,119,85,83,217,88,179
LOC114187383,222,188,155,159,140,194
LOC114189363,0,0,0,0,0,0
TRNAL-UAG_10,0,0,0,0,0,0
LOC114189349,0,0,0,0,0,0
LOC114187679,0,0,0,0,0,1
LOC114189365,0,0,0,0,0,0
LOC114189350,0,0,0,0,0,0
LOC114189366,0,0,0,0,0,0
LOC114189019,0,0,2,2,3,4
LOC114189343,0,0,0,0,0,0
LOC114189375,0,0,0,0,0,0
LOC114189269,0,0,0,0,0,0
LOC114189372,0,0,0,0,0,0
LOC114189344,0,0,0,0,0,0
LOC114189367,0,0,0,0,0,0
LOC114188973,0,2,3,6,2,0
LOC114189331,0,0,0,0,0,0
TRNAL-UAG_11,0,0,0,0,0,0
TRNAL-UAG_12,0,0,0,0,0,0
LOC114189271,0,0,0,0,0,0
LOC114189334,0,0,0,0,0,0
LOC114189273,0,0,0,0,0,0
LOC114189374,0,0,0,0,0,0
LOC114189341,0,0,0,0,0,0
LOC114189368,0,0,0,0,0,0
LOC114187559,0,0,0,1,0,1
LOC114187560,2,2,0,1,0,19
LOC114189371,0,0,0,0,0,0
LOC114189338,0,0,0,0,0,0
LOC114189355,0,0,0,0,0,0
LOC114189369,0,0,0,0,0,0
LOC114188429,0,0,0,1,2,0
LOC114189336,0,0,0,0,0,0
TRNAL-UAG_13,0,0,0,0,0,0
LOC114189285,0,0,0,0,0,0
LOC114189335,0,0,0,0,0,0
LOC114188948,75,75,51,40,89,44
LOC114189276,0,0,0,0,0,0
LOC114187234,18,33,24,61,28,90
LOC114189358,0,0,0,0,0,0
LOC114187073,119,95,83,98,95,79
LOC114186883,37,31,26,40,43,65
LOC114187671,344,397,337,346,320,386
LOC114188762,0,0,0,0,0,0
LOC114188430,0,0,0,0,0,0
LOC114186703,49,31,11,47,26,26
LOC114186661,17071,14700,18130,5697,8927,7397
LOC114188230,20,44,28,32,41,30
LOC114188246,97,82,37,77,103,72
LOC114188431,2,0,0,0,2,0
LOC114189119,59,68,73,143,104,186
LOC114188432,0,0,0,0,0,0
LOC114188672,80,452,242,517,744,296
LOC114187959,2,0,2,0,2,6
LOC114187960,1030,264,255,992,286,720
LOC114186941,925,788,802,605,664,541
LOC114188050,3151,2087,2235,1731,1787,2158
LOC114187091,365,199,374,161,157,119
LOC114186522,16239,15703,21329,10377,22513,18417
LOC114187011,0,0,0,0,0,0
LOC114187664,680,610,565,518,570,736
LOC114187166,43,57,42,47,30,58
LOC114187748,178,201,227,155,232,141
LOC114186852,113,154,95,145,76,159
LOC114187424,21,23,21,45,16,33
LOC114189079,0,0,0,0,0,0
LOC114188434,0,0,0,0,0,0
LOC114188435,0,0,0,0,0,0
LOC114188436,0,0,0,0,0,0
LOC114188437,0,0,0,0,0,0
LOC114188438,0,0,0,0,0,0
LOC114187568,1,2,0,6,0,6
LOC114189074,0,0,0,0,0,0
LOC114186779,43,12,30,30,28,26
LOC114186979,0,0,0,0,0,0
LOC114187600,0,0,0,0,0,0
LOC114188441,0,0,0,0,0,0
LOC114188442,0,0,0,0,0,0
LOC114188972,0,2,0,0,0,0
LOC114187506,0,1,0,0,1,1
LOC114187628,0,0,0,0,0,0
LOC114189218,0,0,0,0,0,0
LOC114188443,0,0,0,0,0,0
LOC114187632,0,0,1,0,1,0
LOC114187617,0,0,0,0,1,0
LOC114188444,0,0,0,0,0,0
LOC114186895,62,56,49,79,37,72
LOC114186965,1521,952,1220,797,943,1185
LOC114187694,26,32,47,929,102,966
LOC114187389,0,0,0,0,0,1
LOC114189299,0,0,0,0,0,0
LOC114187643,0,0,0,4,2,0
LOC114187112,46,73,85,26,84,25
LOC114188448,0,0,0,0,0,0
LOC114189029,0,0,0,0,0,0
LOC114188449,0,0,0,0,0,0
LOC114187109,24,16,32,72,25,50
LOC114187108,47,32,34,13,7,23
LOC114189228,1130,570,757,1177,798,1360
LOC114186668,4,6,5,18,2,0
LOC114189003,0,0,0,0,0,0
LOC114186835,247,183,157,82,116,99
LOC114187635,81,58,38,65,73,71
LOC114187576,0,19,2,32,83,8
LOC114188450,0,0,0,0,0,0
LOC114188451,0,0,0,0,0,0
LOC114188958,0,0,0,0,0,0
LOC114187701,22,30,8,70,59,115
LOC114187702,163,168,144,242,257,274
LOC114186829,137,133,214,197,170,288
LOC114187997,167,268,185,187,202,169
LOC114187298,17,16,16,12,29,12
LOC114187376,0,4,0,2,16,18
LOC114186692,0,0,0,2,0,0
LOC114188455,12,16,6,15,10,8
LOC114187252,61,10,31,64,0,28
LOC114188456,0,0,0,0,0,0
LOC114186717,3417,1640,2209,1489,1870,2286
LOC114188459,0,0,0,0,0,0
LOC114188460,0,0,0,0,0,0
LOC114188461,0,0,0,0,0,0
LOC114187375,0,0,0,0,0,0
LOC114187684,2,0,0,0,3,0
LOC114189190,1170,1102,1295,415,859,433
LOC114187800,201,262,194,169,208,130
LOC114188906,86,47,53,56,59,81
LOC114188333,127,188,143,189,182,184
LOC114187167,34,60,73,49,46,30
LOC114186870,20,43,40,55,40,48
LOC114188832,145,184,186,151,184,117
LOC114187120,4,0,6,2,6,8
LOC114186615,0,0,0,18,0,0
LOC114187460,18,16,13,12,21,4
LOC114187637,194,25,56,0,12,2
LOC114188462,21,15,11,4,12,14
LOC114187521,0,0,0,0,0,0
LOC114187522,2,0,0,2,2,2
LOC114186770,156,151,117,164,127,197
LOC114188786,975,920,803,395,647,607
LOC114187979,1083,1150,993,683,1040,657
LOC114186569,0,0,0,0,0,0
LOC114186587,0,0,0,0,0,0
LOC114188271,0,0,0,0,0,0
LOC114187644,0,4,0,2,4,12
LOC114188979,0,0,0,0,0,0
LOC114189051,0,0,0,0,0,0
LOC114186812,0,0,0,0,0,0
LOC114186607,0,0,0,0,0,0
LOC114186610,0,0,0,0,0,0
LOC114188034,216,164,178,531,194,479
LOC114189060,87,72,72,90,68,161
LOC114188463,0,0,0,0,0,0
LOC114187198,0,0,0,0,0,0
LOC114188081,125,155,120,137,118,160
LOC114186641,168,153,167,154,284,166
LOC114186642,6,10,10,42,14,18
LOC114187217,159,79,87,72,70,89
LOC114187216,635,770,764,450,512,532
LOC114188845,171,157,157,36,90,46
LOC114188464,0,0,0,0,0,0
LOC114189296,0,0,0,0,0,0
LOC114188076,352,361,335,252,279,248
LOC114188261,283,235,233,253,267,271
LOC114188205,510,343,290,417,329,551
LOC114189114,55,25,39,65,37,32
LOC114188778,12,2,4,35,42,47
LOC114188838,0,0,0,0,0,2
LOC114186966,295,264,226,181,185,267
LOC114188466,2,6,6,5,6,6
LOC114188862,53,50,49,62,81,81
LOC114186752,447,352,479,408,434,430
LOC114186815,0,0,0,0,0,0
LOC114187064,0,0,0,0,0,0
LOC114189258,0,0,1,0,0,0
LOC114187552,0,0,0,0,0,0
LOC114187412,0,0,0,0,6,0
LOC114186836,0,0,0,0,0,0
LOC114187409,2,10,18,2,0,2
LOC114188080,191,167,177,166,235,151
LOC114186781,0,0,0,0,0,0
LOC114188099,203,152,162,169,160,215
LOC114187160,0,1,1,28,1,0
LOC114187161,0,0,0,4,0,0
LOC114188187,647,586,580,563,667,675
LOC114186802,208,231,121,261,149,264
LOC114187946,151,151,212,358,177,214
LOC114186954,8,12,10,6,4,11
LOC114187733,325,232,278,372,244,391
LOC114187455,34,26,25,57,31,77
LOC114188790,254,219,260,177,189,213
LOC114189356,0,0,0,0,0,0
LOC114189333,2,0,0,0,0,0
LOC114188467,0,2,0,0,0,0
LOC114189354,6,0,0,0,0,4
LOC114186775,90,65,91,58,147,114
LOC114189339,0,0,0,0,0,0
LOC114188468,0,0,0,0,0,0
LOC114188156,480,431,530,600,633,628
LOC114189286,17,22,7,12,11,10
LOC114189340,0,0,0,0,0,0
LOC114189347,0,0,0,0,0,0
LOC114188469,0,0,0,1,2,2
LOC114189353,0,0,0,0,0,0
LOC114187105,26,76,28,30,152,25
LOC114188470,0,0,0,0,0,0
LOC114188693,296,345,213,409,352,432
LOC114187790,274,240,222,664,338,611
LOC114187284,543,376,259,237,276,317
LOC114187699,0,0,0,0,0,0
LOC114188471,0,0,0,0,0,0
LOC114187345,0,0,0,0,0,0
LOC114187683,0,0,0,0,0,0
LOC114187765,245,264,229,218,173,172
LOC114187949,211,188,247,273,255,282
LOC114187948,461,517,601,515,558,619
LOC114187688,0,0,0,0,0,0
LOC114187348,0,0,0,0,0,0
LOC114186991,0,1,0,0,0,0
LOC114186561,0,0,2,3,2,4
LOC114188472,0,0,0,1,0,0
LOC114188473,0,0,0,0,0,0
LOC114187273,21,24,28,6,18,12
LOC114186544,135,138,80,103,98,96
LOC114189319,0,0,0,2,0,1
LOC114186545,116,43,56,84,52,139
LOC114186543,147,156,186,119,175,96
LOC114187133,11,10,4,26,20,24
TRNAM-CAU_12,0,0,0,0,0,0
LOC114187025,150,135,144,112,81,156
LOC114187574,0,2,2,8,0,2
LOC114188476,2,1,4,12,2,2
LOC114188816,65,42,60,48,52,40
LOC114188477,23,34,35,48,26,49
LOC114188478,4,0,4,8,7,2
LOC114187352,2,8,8,49,22,18
LOC114188479,2,5,3,2,0,2
LOC114187553,66,52,98,48,87,71
LOC114186685,2,0,2,2,2,0
LOC114189137,94,76,94,186,84,169
LOC114188111,214,165,152,183,172,205
LOC114188824,4,2,4,0,4,4
LOC114188131,256,225,210,197,227,195
LOC114186867,70,51,73,108,66,117
LOC114189107,336,276,271,228,290,232
LOC114189008,119,65,88,163,86,186
LOC114188480,0,0,0,0,0,0
LOC114187079,40,24,12,106,63,109
LOC114186670,1181,1119,1205,792,1086,1100
LOC114188100,170,158,168,203,160,221
LOC114188704,217,194,121,157,87,169
LOC114188839,0,0,0,2,2,28
LOC114188657,0,0,0,2,6,2
LOC114186667,199,142,153,241,175,287
LOC114187292,388,250,251,294,276,301
LOC114186919,0,0,0,0,0,0
LOC114186956,0,0,0,0,0,0
LOC114186724,0,0,0,0,0,0
TRNAA-CGC_6,0,0,0,0,0,0
LOC114186528,681,364,325,519,242,1042
LOC114186768,191,206,186,193,204,156
LOC114187041,112,90,75,109,91,115
LOC114186907,217,153,162,163,195,153
LOC114188966,31,39,39,45,53,82
LOC114188714,764,385,416,481,482,718
LOC114188481,0,0,0,0,0,0
LOC114189134,0,0,2,2,0,0
LOC114189162,0,2,0,0,0,0
LOC114186538,943,825,736,1301,740,1376
LOC114187207,138,126,130,75,90,79
LOC114187381,274,136,151,2878,161,1537
LOC114189364,28,10,6,14,8,5
LOC114189357,24,8,14,14,2,4
LOC114188733,61,52,45,33,35,30
LOC114188041,2,2,0,0,4,2
LOC114188042,439,282,285,371,305,496
LOC114188264,277,248,300,262,264,401
LOC114188908,4,24,8,35,49,68
LOC114187760,288,275,246,196,292,199
LOC114187759,18,33,18,23,36,38
LOC114187966,2602,1780,2009,1461,1880,1530
LOC114188811,66,55,118,176,96,150
LOC114187602,51,55,35,25,34,38
LOC114187337,72,41,43,34,26,41
LOC114188721,388,244,318,347,275,380
LOC114188992,518,395,317,250,333,426
LOC114187111,1926,1148,1306,934,1101,1055
LOC114189104,0,2,0,0,0,0
LOC114186937,0,0,0,16,0,2
LOC114187462,0,0,0,0,0,0
LOC114187262,1295,981,1119,755,999,880
LOC114186751,1543,907,893,1394,862,1501
LOC114186996,258,218,150,152,172,287
LOC114188209,236,244,207,113,177,256
LOC114188482,0,0,0,0,0,0
LOC114188483,0,0,0,0,0,0
LOC114187469,524,294,614,259,261,175
LOC114186936,8,4,10,22,10,6
LOC114187016,76,47,55,73,79,104
LOC114186563,0,0,0,0,0,0
LOC114187372,132,78,65,28,52,47
LOC114186601,59,107,64,91,135,81
LOC114187551,0,0,0,0,0,0
LOC114189117,7,6,9,8,10,17
LOC114186531,252,105,118,122,103,122
LOC114188689,226,213,189,246,158,254
LOC114186900,72,47,78,120,82,108
LOC114187024,323,365,408,273,477,358
LOC114186866,413,364,298,483,337,447
LOC114187530,38,12,16,12,16,20
LOC114189133,4,2,2,2,2,0
LOC114189171,0,0,0,0,0,0
LOC114188946,0,0,0,0,0,0
LOC114188484,0,0,0,0,0,0
LOC114187426,22,48,40,22,72,19
LOC114187539,20,15,8,14,26,34
LOC114187940,152,206,157,135,210,171
LOC114188745,205,229,188,144,199,139
LOC114188747,0,0,0,0,0,0
LOC114187007,0,4,0,0,2,0
LOC114187260,0,0,0,0,0,0
LOC114187258,0,0,0,0,0,0
LOC114187081,121,147,115,143,160,266
LOC114188486,7,19,8,2,3,6
LOC114188162,717,633,730,312,615,437
LOC114188487,82,44,68,13,20,22
LOC114189169,43,31,16,25,37,14
LOC114187556,143,99,52,45,46,51
LOC114188267,246,267,262,175,187,262
LOC114188827,28,18,15,12,26,32
LOC114186741,20,28,26,45,31,30
LOC114186710,848,597,602,651,766,799
LOC114186931,379,324,381,202,312,290
LOC114188731,96,27,83,23,37,73
LOC114188224,0,0,0,0,0,0
LOC114188223,8,4,7,7,6,24
LOC114186887,0,0,0,0,0,2
LOC114186864,0,0,0,0,0,0
LOC114187225,0,0,0,0,0,0
LOC114188887,2,0,0,0,0,0
LOC114188488,0,0,0,0,0,0
LOC114188826,0,0,0,0,0,0
LOC114188234,0,0,0,0,0,0
LOC114187561,0,0,0,2,0,0
LOC114188489,0,0,0,0,0,0
LOC114189170,0,0,0,0,0,0
LOC114186942,2,0,0,0,0,6
LOC114188642,14,8,5,10,4,2
LOC114188870,244,222,196,217,222,284
TRNAW-CCA_10,0,0,0,0,0,0
LOC114186849,0,14,4,8,48,22
LOC114187877,741,573,510,560,471,650
LOC114189241,2,10,4,29,26,21
LOC114189242,215,252,290,444,320,319
LOC114188491,0,0,0,0,0,0
LOC114187597,18,5,6,32,18,37
LOC114188193,90,88,104,105,88,133
LOC114188132,200,181,152,262,177,249
LOC114188017,182,229,165,31,110,125
TRNAS-AGA_10,0,0,0,0,0,0
LOC114187293,271,199,410,34,160,30
LOC114186980,100,143,42,115,97,113
LOC114189076,110,81,87,121,99,138
LOC114187474,6,8,14,10,8,8
LOC114186747,0,0,0,0,0,0
LOC114187871,125,79,54,78,35,101
LOC114187524,34,35,24,18,31,14
LOC114187012,240,195,152,24,76,19
LOC114187165,0,0,1,0,0,0
TRNAK-CUU_18,0,0,0,0,0,0
TRNAK-CUU_19,0,0,0,0,0,0
LOC114188732,304,353,352,486,273,624
LOC114186709,1523,2371,2190,1399,2027,1883
LOC114186612,0,0,0,0,0,0
LOC114187163,440,376,411,542,352,663
LOC114188493,0,0,0,0,0,0
LOC114187169,71,82,76,49,74,45
LOC114187070,151,113,72,129,154,156
LOC114186552,1223,657,794,1187,762,1669
