Geneid,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114188310,0,0,0,0,0,0
LOC114188311,68,86,45,134,106,81
LOC114188312,14,10,10,18,5,12
LOC114188313,0,0,0,0,0,0
LOC114186532,95,117,71,142,103,124
LOC114186746,0,0,0,0,0,0
LOC114186559,776,1764,951,1059,1020,1163
LOC114187854,0,0,0,0,0,0
LOC114188314,0,0,0,0,0,0
LOC114187186,60,91,112,102,111,102
LOC114187213,32,47,45,17,39,41
LOC114188809,0,0,0,4,4,0
LOC114187892,442,430,427,462,360,499
LOC114187467,10,18,4,29,61,22
LOC114187520,7,0,4,26,16,10
LOC114188317,0,0,0,0,0,0
LOC114187311,15,6,4,16,7,16
LOC114187312,0,10,4,2,7,7
LOC114186811,284,404,478,385,414,364
LOC114187670,0,0,0,0,0,0
LOC114187336,6,4,13,17,30,21
LOC114188318,0,0,0,0,0,0
LOC114188139,264,273,211,256,245,322
LOC114187685,870,1046,817,847,778,969
LOC114188082,405,393,401,495,419,506
LOC114188319,0,0,0,0,0,0
LOC114188675,819,1001,668,860,803,897
LOC114188658,403,313,234,476,375,433
LOC114187572,858,1110,829,1199,1218,1463
LOC114188321,0,0,0,0,0,0
LOC114188322,0,0,0,0,0,0
LOC114188323,0,0,0,0,0,0
LOC114188324,0,0,0,0,0,0
LOC114187874,118,112,90,106,119,134
LOC114187938,274,295,194,400,294,342
LOC114187939,11,4,4,18,8,22
LOC114187052,318,585,659,594,854,690
LOC114188075,52,12,2,366,395,157
LOC114188325,0,0,0,0,0,0
LOC114188020,41,54,36,59,43,70
LOC114188038,158,181,160,294,213,194
LOC114186881,0,0,0,0,0,0
LOC114189056,8,6,5,28,12,20
LOC114188326,0,0,0,0,0,0
LOC114187308,0,0,0,0,0,0
LOC114188327,0,0,0,0,0,0
LOC114187491,0,0,0,0,0,0
LOC114187301,83,109,87,90,78,100
LOC114186736,58,136,121,104,92,107
LOC114187641,0,0,0,0,0,0
LOC114187243,16,28,13,58,34,35
LOC114188126,98,83,90,91,191,341
LOC114188332,0,0,0,0,0,0
LOC114188718,18,27,28,41,30,67
LOC114186579,2722,2649,2531,2958,2780,3229
LOC114188334,0,0,0,0,0,0
LOC114187003,2064,2207,2155,2355,2359,2775
LOC114188335,0,0,0,0,0,0
LOC114189061,0,2,0,0,0,0
LOC114188336,0,0,0,0,0,0
LOC114188678,107,151,141,96,91,151
LOC114188337,0,0,0,0,0,0
LOC114188680,153,212,191,211,191,171
LOC114188338,0,0,0,0,0,0
LOC114189235,0,0,0,0,0,0
LOC114189244,0,0,0,0,0,0
LOC114187545,3,3,0,3,5,1
LOC114188339,0,0,0,0,0,0
LOC114188340,0,0,0,0,0,0
LOC114188341,0,0,0,0,0,0
LOC114188342,0,0,0,0,0,0
LOC114186727,373,426,327,341,296,341
LOC114187982,497,419,322,355,339,435
LOC114188343,0,0,0,0,0,0
LOC114188344,0,0,0,0,0,0
LOC114188738,159,220,185,246,192,238
LOC114188717,130,97,82,127,105,153
LOC114186871,279,200,155,338,286,316
LOC114187975,186,211,276,251,226,235
LOC114187974,5,23,9,11,12,8
LOC114187356,36,38,42,251,337,260
LOC114187776,0,2,0,0,2,0
LOC114187868,227,248,278,200,236,278
LOC114187870,0,1,1,0,0,2
LOC114187869,142,273,149,254,227,246
LOC114188346,0,0,0,0,0,0
LOC114188283,495,531,399,418,426,453
LOC114187674,28,32,24,34,25,18
LOC114186799,0,0,0,0,0,0
LOC114186964,11,2,10,53,99,46
LOC114188347,0,0,0,0,0,0
LOC114188349,4,0,0,0,0,0
LOC114187313,2,0,0,0,0,4
LOC114188350,0,0,0,0,0,0
LOC114187264,4,0,6,17,25,5
LOC114187735,225,301,181,343,305,370
LOC114188351,0,0,0,0,0,0
LOC114188352,0,0,0,0,0,0
LOC114186788,12,7,14,10,10,11
LOC114188353,0,0,0,0,0,0
LOC114188355,0,0,0,0,0,0
LOC114187390,188,280,255,252,290,242
LOC114188356,0,0,0,0,0,0
LOC114187317,0,2,2,0,0,0
LOC114187043,93,111,67,125,38,59
LOC114187042,237,393,218,642,379,659
LOC114188683,1761,1839,1165,2155,1564,2167
LOC114188954,543,1092,1278,771,1011,799
LOC114188876,176,224,267,194,223,272
TRNAN-GUU_19,0,0,0,0,0,0
LOC114186828,246,383,522,274,359,300
LOC114188358,0,0,0,0,0,0
LOC114186785,236,343,174,329,239,291
LOC114186786,110,147,99,115,124,117
LOC114188359,0,0,0,0,0,2
LOC114188360,0,0,0,0,0,0
LOC114188361,0,0,0,0,0,0
LOC114189302,0,0,0,0,0,0
LOC114187532,60,82,93,71,87,109
LOC114188364,0,0,0,0,0,0
LOC114188366,0,0,0,0,0,0
LOC114188367,0,0,0,0,0,0
LOC114187639,0,0,0,0,0,0
LOC114187675,0,2,0,0,1,0
LOC114189163,0,0,0,0,0,2
LOC114186553,0,0,0,0,0,0
LOC114189342,0,0,0,0,0,0
LOC114187509,1,0,0,0,0,0
LOC114188369,0,0,0,0,0,0
LOC114188370,0,0,0,0,0,0
LOC114189141,0,0,0,0,2,0
LOC114188371,0,0,0,0,0,0
LOC114187850,378,335,335,394,379,462
LOC114189289,0,0,0,0,0,1
LOC114188372,0,0,0,0,0,0
LOC114188373,0,0,0,0,0,0
LOC114189303,0,0,0,0,0,0
LOC114189306,0,0,0,0,0,0
LOC114187562,8,8,3,3,2,6
LOC114187508,2,0,8,6,4,0
LOC114188374,0,0,0,0,0,0
LOC114188835,402,466,493,459,339,481
LOC114188375,0,0,0,0,0,0
TRNAA-AGC_14,0,0,0,0,0,0
TRNAA-AGC_15,0,0,0,0,0,0
TRNAA-AGC_16,0,0,0,0,0,0
TRNAA-AGC_17,0,0,0,0,0,0
LOC114188377,1,0,0,0,0,0
LOC114188378,0,0,0,0,0,0
LOC114188379,0,0,0,0,0,0
LOC114188380,0,0,0,0,0,0
LOC114188382,0,0,0,0,0,0
LOC114188383,0,0,0,0,0,0
LOC114186897,0,0,0,0,0,0
LOC114186706,0,0,0,0,0,0
LOC114188384,0,0,0,0,0,0
TRNAA-AGC_18,0,0,0,0,0,0
LOC114188385,16,18,12,12,20,12
LOC114186649,77,112,99,76,108,117
LOC114188677,282,335,415,298,315,387
LOC114189010,97,117,70,140,98,169
LOC114187285,28,38,23,64,42,55
LOC114187565,6,11,11,24,12,31
LOC114188859,0,1,0,0,0,0
LOC114188792,0,0,0,0,0,0
LOC114189125,11,10,7,11,8,13
LOC114188386,1,0,1,0,0,0
LOC114188915,208,238,237,346,401,372
LOC114189304,0,0,0,0,0,0
LOC114186599,0,2,0,0,0,0
LOC114186600,0,3,0,0,0,0
LOC114188388,0,0,0,0,0,0
LOC114188390,0,0,0,0,0,0
LOC114189108,0,0,0,0,0,0
LOC114188392,0,0,0,0,0,0
LOC114188394,0,0,0,0,0,0
LOC114188275,526,714,709,495,493,579
LOC114187306,26,16,9,51,22,26
LOC114188396,0,0,0,2,4,0
LOC114188397,0,0,0,0,0,0
LOC114188398,0,0,0,0,0,0
LOC114188400,0,0,0,0,0,0
LOC114188401,0,0,0,0,0,0
LOC114188942,2425,5528,6984,3931,4267,4015
LOC114188134,83,90,68,85,77,125
LOC114188402,0,0,0,0,0,0
LOC114188403,0,0,0,0,0,0
LOC114186854,2,0,0,0,0,0
LOC114188404,0,0,0,0,0,0
LOC114188405,0,0,0,0,0,0
LOC114187818,858,1053,944,1191,1234,1362
LOC114189277,0,0,0,0,0,0
LOC114189345,0,0,0,0,0,0
LOC114189274,0,0,0,0,0,0
LOC114189351,0,0,0,0,0,0
LOC114189352,0,0,0,0,0,0
LOC114189297,0,0,0,0,0,0
LOC114189360,0,0,0,0,0,0
LOC114189310,0,0,0,0,0,0
LOC114189362,0,0,0,0,0,0
LOC114189321,0,0,0,0,0,0
LOC114189348,0,0,0,0,0,0
LOC114189370,0,0,0,0,0,0
LOC114189361,0,0,0,0,0,0
LOC114189359,0,0,0,0,0,0
LOC114188406,0,0,0,0,0,0
LOC114188868,4,2,0,7,2,6
LOC114188010,175,255,166,317,248,329
LOC114186762,179,327,254,264,377,352
LOC114189337,0,0,0,0,0,0
LOC114188926,339,507,670,272,347,351
LOC114187049,120,166,138,136,110,120
LOC114187047,447,673,879,777,919,900
LOC114189307,0,0,0,0,0,0
LOC114189041,0,0,0,0,1,0
LOC114188408,4,4,0,2,0,0
LOC114188409,0,0,0,0,0,0
LOC114186568,0,0,0,0,0,0
LOC114186807,56,45,37,67,50,60
LOC114187134,12,2,13,27,20,24
LOC114187645,2,2,0,8,13,0
LOC114188410,0,0,0,0,0,0
LOC114188411,0,0,0,0,2,0
LOC114189208,0,0,0,2,3,0
LOC114188412,0,0,0,0,0,0
LOC114188414,0,0,0,0,0,0
LOC114187494,80,115,158,76,77,103
LOC114188415,0,0,0,0,0,0
LOC114188145,258,411,360,444,374,500
LOC114188150,2600,3641,3163,4867,3954,4642
LOC114188149,89,107,135,127,107,122
LOC114187395,15,18,18,32,21,36
LOC114189323,0,0,0,2,0,0
LOC114189328,0,0,0,0,0,0
LOC114187876,600,709,533,924,723,892
LOC114188416,0,0,0,0,0,0
LOC114188997,186,193,235,233,211,228
LOC114187071,2,4,6,44,30,8
LOC114188829,5,6,2,4,4,1
LOC114188831,72,162,100,132,142,136
LOC114188418,0,0,0,0,0,0
LOC114187387,33,76,60,85,108,126
LOC114189093,0,0,0,0,0,0
LOC114187353,4,11,7,4,4,10
LOC114187481,4,4,4,6,10,6
LOC114188419,0,0,0,0,0,0
LOC114188420,0,0,0,0,0,0
LOC114188970,123,113,152,103,141,150
LOC114187587,78,114,131,54,53,72
LOC114187359,60,112,115,104,101,102
LOC114188888,15,30,20,19,12,13
LOC114187563,2,2,4,0,4,2
LOC114188695,276,466,384,478,499,711
LOC114187931,171,161,153,404,309,916
LOC114189295,0,0,0,0,0,0
LOC114186687,107,95,89,113,108,152
LOC114189298,0,0,0,0,0,0
LOC114188421,0,0,0,0,0,0
LOC114188822,14,7,8,31,29,19
LOC114188422,0,0,0,0,0,0
LOC114188423,0,0,0,0,0,0
LOC114187028,34,28,44,26,30,50
LOC114188788,454,662,792,438,597,463
LOC114186865,0,0,0,0,0,0
LOC114188424,0,0,0,0,0,0
LOC114189196,0,0,0,0,0,0
LOC114188766,22,29,16,46,64,45
LOC114189308,0,0,0,0,0,0
LOC114187697,316,376,398,593,431,443
LOC114187696,2,0,2,6,2,2
LOC114188806,4,2,8,10,7,4
LOC114188934,3,0,7,0,1,3
LOC114186660,0,0,0,2,0,0
LOC114186902,99,85,82,102,80,82
LOC114186878,0,0,0,0,0,0
LOC114189135,104,173,159,147,174,182
LOC114187383,224,252,158,337,290,305
LOC114189363,0,0,0,0,0,0
TRNAL-UAG_10,0,0,0,0,0,0
LOC114189349,0,0,0,0,0,0
LOC114187679,1,0,2,2,0,0
LOC114189365,0,0,0,0,0,0
LOC114189350,0,0,0,0,0,0
LOC114189366,0,0,0,0,0,0
LOC114189019,3,6,4,6,11,2
LOC114189343,0,0,0,0,0,0
LOC114189375,0,0,0,0,0,0
LOC114189269,0,0,0,0,0,0
LOC114189372,0,0,0,0,0,0
LOC114189344,0,0,0,0,0,0
LOC114189367,0,0,0,0,0,0
LOC114188973,0,1,1,0,0,0
LOC114189331,0,0,0,0,0,0
TRNAL-UAG_11,0,0,0,0,0,0
TRNAL-UAG_12,0,0,0,0,0,0
LOC114189271,0,0,0,0,0,0
LOC114189334,0,0,0,0,0,0
LOC114189273,0,0,0,0,0,0
LOC114189374,0,0,0,0,0,0
LOC114189341,0,0,0,0,0,0
LOC114189368,0,0,0,0,0,0
LOC114187559,2,0,1,1,1,2
LOC114187560,0,2,0,0,0,0
LOC114189371,0,0,0,0,0,0
LOC114189338,0,0,0,0,0,0
LOC114189355,0,0,0,0,0,0
LOC114189369,0,0,0,0,0,0
LOC114188429,0,2,0,1,1,0
LOC114189336,0,0,0,0,0,0
TRNAL-UAG_13,0,0,0,0,0,0
LOC114189285,0,0,0,0,0,0
LOC114189335,0,0,0,0,0,0
LOC114188948,76,46,46,87,70,76
LOC114189276,0,0,0,0,0,0
LOC114187234,6,0,6,6,11,4
LOC114189358,0,0,0,0,0,0
LOC114187073,131,169,140,117,130,124
LOC114186883,45,54,49,65,36,90
LOC114187671,374,417,271,539,436,576
LOC114188762,0,0,0,0,2,0
LOC114188430,0,0,0,0,0,0
LOC114186703,53,77,36,242,112,126
LOC114186661,12787,17021,18518,12094,16974,14787
LOC114188230,30,24,46,53,67,46
LOC114188246,130,213,85,228,211,223
LOC114188431,0,0,1,0,0,0
LOC114189119,155,147,203,192,208,211
LOC114188432,0,0,0,0,0,0
LOC114188672,127,55,67,328,494,233
LOC114187959,0,0,0,0,0,0
LOC114187960,424,801,442,735,409,705
LOC114186941,641,657,600,777,671,755
LOC114188050,1741,3635,2773,2638,2790,3021
LOC114187091,252,374,468,309,322,402
LOC114186522,5375,6442,4702,7175,7506,6718
LOC114187011,0,0,0,0,0,0
LOC114187664,590,761,530,813,654,735
LOC114187166,18,42,32,49,53,54
LOC114187748,417,307,262,485,257,468
LOC114186852,139,205,125,182,156,201
LOC114187424,0,0,1,4,1,1
LOC114189079,0,0,0,0,0,0
LOC114188434,0,0,0,0,0,0
LOC114188435,0,0,0,0,0,0
LOC114188436,0,0,0,0,0,0
LOC114188437,0,0,0,0,0,0
LOC114188438,0,0,0,0,0,0
LOC114187568,2,0,0,0,2,4
LOC114189074,0,0,0,0,0,0
LOC114186779,24,24,34,49,45,48
LOC114186979,0,0,0,0,0,0
LOC114187600,0,0,0,0,0,0
LOC114188441,0,0,0,0,0,0
LOC114188442,0,0,0,0,0,0
LOC114188972,28,12,16,41,18,25
LOC114187506,0,0,3,0,1,1
LOC114187628,0,0,0,0,0,0
LOC114189218,0,0,0,0,0,0
LOC114188443,0,0,0,0,0,0
LOC114187632,0,0,0,0,1,1
LOC114187617,2,0,0,0,0,0
LOC114188444,0,0,0,0,0,0
LOC114186895,46,77,73,109,97,101
LOC114186965,675,1047,1105,851,1213,1072
LOC114187694,51,39,26,44,139,154
LOC114187389,0,0,0,0,0,0
LOC114189299,0,0,0,0,0,0
LOC114187643,0,0,0,0,0,2
LOC114187112,44,57,51,24,42,44
LOC114188448,0,0,0,0,0,0
LOC114189029,0,0,0,0,0,0
LOC114188449,0,0,0,0,0,0
LOC114187109,11,35,17,35,17,26
LOC114187108,46,120,235,97,190,72
LOC114189228,914,1622,1546,1731,1851,1936
LOC114186668,40,40,72,27,62,18
LOC114189003,0,2,2,2,2,2
LOC114186835,150,293,238,211,275,255
LOC114187635,157,170,180,151,183,179
LOC114187576,18,0,0,55,112,20
LOC114188450,0,0,0,0,0,0
LOC114188451,0,0,0,0,0,0
LOC114188958,0,0,0,0,0,0
LOC114187701,62,41,65,86,110,86
LOC114187702,96,156,115,259,170,243
LOC114186829,155,206,231,246,338,322
LOC114187997,246,204,188,238,224,331
LOC114187298,10,19,12,20,18,18
LOC114187376,0,0,0,4,4,4
LOC114186692,0,0,0,2,0,2
LOC114188455,2,6,4,14,2,24
LOC114187252,54,64,101,76,116,144
LOC114188456,0,0,0,0,0,0
LOC114186717,1405,2244,2622,1693,1809,1610
LOC114188459,0,0,0,0,0,0
LOC114188460,0,0,0,0,0,0
LOC114188461,0,0,0,0,0,0
LOC114187375,0,0,0,0,0,0
LOC114187684,0,0,0,0,0,0
LOC114189190,763,769,730,819,828,858
LOC114187800,292,271,195,284,215,363
LOC114188906,53,131,130,115,98,118
LOC114188333,191,202,119,284,203,257
LOC114187167,18,52,49,76,64,62
LOC114186870,18,50,38,34,33,47
LOC114188832,188,206,155,247,213,216
LOC114187120,6,12,18,10,15,6
LOC114186615,122,61,45,96,6,47
LOC114187460,50,16,32,22,49,26
LOC114187637,29,164,55,19,37,16
LOC114188462,6,13,11,6,4,11
LOC114187521,0,0,0,0,0,4
LOC114187522,0,0,2,4,2,4
LOC114186770,171,243,199,242,263,322
LOC114188786,1368,1229,1041,1037,913,1173
LOC114187979,997,1010,648,1164,779,923
LOC114186569,0,0,0,4,0,0
LOC114186587,0,0,0,0,0,0
LOC114188271,0,0,0,0,0,0
LOC114187644,0,0,0,0,10,0
LOC114188979,6,5,6,2,14,2
LOC114189051,0,0,0,0,0,0
LOC114186812,0,0,0,0,0,0
LOC114186607,0,0,0,0,0,0
LOC114186610,0,0,0,0,0,0
LOC114188034,301,277,273,427,389,370
LOC114189060,48,118,56,83,65,122
LOC114188463,0,0,0,0,0,0
LOC114187198,0,0,0,0,0,0
LOC114188081,136,186,94,213,165,229
LOC114186641,169,259,289,239,318,263
LOC114186642,6,1,6,8,24,12
LOC114187217,97,191,186,127,108,126
LOC114187216,878,1576,1549,1015,1415,1518
LOC114188845,198,201,146,138,176,200
LOC114188464,0,0,0,0,0,0
LOC114189296,0,0,0,0,0,0
LOC114188076,418,483,535,427,577,624
LOC114188261,242,277,223,419,330,378
LOC114188205,436,528,409,614,516,725
LOC114189114,19,63,73,60,63,50
LOC114188778,37,86,47,97,51,92
LOC114188838,6,12,14,0,8,16
LOC114186966,296,329,294,276,382,330
LOC114188466,2,0,2,0,3,8
LOC114188862,46,65,44,66,60,72
LOC114186752,366,577,425,562,514,567
LOC114186815,0,0,0,0,0,0
LOC114187064,0,0,0,0,0,0
LOC114189258,6,0,0,3,0,1
LOC114187552,0,2,2,0,0,2
LOC114187412,0,0,0,0,0,0
LOC114186836,0,0,0,0,0,0
LOC114187409,18,8,34,24,10,18
LOC114188080,121,171,119,211,203,207
LOC114186781,0,0,0,0,0,0
LOC114188099,148,272,183,224,256,217
LOC114187160,232,180,131,209,174,263
LOC114187161,19,19,10,9,14,17
LOC114188187,526,945,693,886,993,872
LOC114186802,191,254,229,230,265,269
LOC114187946,314,289,282,443,538,496
LOC114186954,26,17,20,36,26,30
LOC114187733,472,502,479,580,547,739
LOC114187455,78,111,98,105,112,101
LOC114188790,311,267,218,293,270,358
LOC114189356,0,0,0,0,0,0
LOC114189333,0,0,0,0,0,0
LOC114188467,0,0,2,0,0,2
LOC114189354,4,2,2,0,2,0
LOC114186775,38,60,28,50,30,53
LOC114189339,1,0,0,0,0,0
LOC114188468,0,0,0,0,0,0
LOC114188156,398,498,478,561,602,523
LOC114189286,11,9,2,5,5,5
LOC114189340,0,0,0,0,0,0
LOC114189347,1,0,2,0,0,0
LOC114188469,0,0,0,2,0,0
LOC114189353,0,0,0,0,0,0
LOC114187105,19,23,6,42,46,36
LOC114188470,0,0,0,0,0,0
LOC114188693,294,355,236,420,348,498
LOC114187790,276,279,238,522,369,476
LOC114187284,460,645,435,745,621,786
LOC114187699,0,0,0,0,0,0
LOC114188471,0,2,0,3,0,1
LOC114187345,0,0,0,0,0,2
LOC114187683,0,0,0,1,0,0
LOC114187765,225,358,347,267,224,311
LOC114187949,186,159,120,199,117,183
LOC114187948,389,321,263,491,356,505
LOC114187688,0,0,0,0,0,0
LOC114187348,0,0,0,0,0,0
LOC114186991,0,0,0,1,0,0
LOC114186561,0,0,0,0,4,0
LOC114188472,0,0,0,2,4,0
LOC114188473,0,0,0,0,0,0
LOC114187273,0,0,0,0,0,0
LOC114186544,46,55,64,50,58,78
LOC114189319,0,0,0,0,1,0
LOC114186545,91,98,104,146,79,103
LOC114186543,150,197,224,178,253,183
LOC114187133,10,13,16,16,12,20
TRNAM-CAU_12,0,0,0,0,0,0
LOC114187025,120,228,224,178,190,215
LOC114187574,0,12,2,7,8,0
LOC114188476,0,9,2,8,4,1
LOC114188816,63,71,130,91,92,72
LOC114188477,10,12,8,31,25,25
LOC114188478,0,0,0,6,6,4
LOC114187352,10,4,0,16,32,12
LOC114188479,6,2,2,1,0,0
LOC114187553,46,44,33,32,38,65
LOC114186685,1,0,0,1,0,1
LOC114189137,62,81,70,130,142,169
LOC114188111,212,232,199,233,236,236
LOC114188824,8,4,16,2,8,8
LOC114188131,266,290,199,341,349,364
LOC114186867,55,106,105,163,107,166
LOC114189107,467,648,588,572,562,689
LOC114189008,177,209,147,292,199,244
LOC114188480,0,0,0,0,0,0
LOC114187079,24,47,42,100,56,323
LOC114186670,1150,2077,2399,1323,1852,1528
LOC114188100,131,222,148,355,193,285
LOC114188704,168,405,304,318,288,389
LOC114188839,2,4,0,2,4,0
LOC114188657,0,2,0,3,6,6
LOC114186667,206,261,147,289,280,402
LOC114187292,222,570,363,443,397,400
LOC114186919,0,0,0,0,0,0
LOC114186956,0,0,0,0,0,0
LOC114186724,0,0,0,0,0,0
TRNAA-CGC_6,0,0,0,0,0,0
LOC114186528,315,653,540,622,599,703
LOC114186768,209,276,174,263,243,245
LOC114187041,87,139,140,106,151,125
LOC114186907,143,165,109,206,133,139
LOC114188966,36,33,26,76,28,42
LOC114188714,543,785,727,528,455,659
LOC114188481,0,0,0,0,2,0
LOC114189134,0,0,0,0,2,0
LOC114189162,0,0,0,0,0,0
LOC114186538,771,744,538,963,624,986
LOC114187207,166,173,134,133,123,157
LOC114187381,119,161,135,332,377,632
LOC114189364,2,8,10,10,4,4
LOC114189357,0,2,2,2,2,4
LOC114188733,50,81,94,87,72,71
LOC114188041,9,50,10,10,6,6
LOC114188042,260,304,287,307,302,331
LOC114188264,379,384,271,446,350,341
LOC114188908,16,0,6,32,58,68
LOC114187760,262,395,317,290,357,383
LOC114187759,13,17,13,35,24,31
LOC114187966,1911,2028,1765,2761,2269,2359
LOC114188811,37,86,74,187,122,129
LOC114187602,51,61,43,42,36,36
LOC114187337,86,119,120,73,60,56
LOC114188721,361,430,445,417,485,479
LOC114188992,496,718,447,777,748,1019
LOC114187111,1030,1738,1035,1419,1021,1145
LOC114189104,0,0,0,0,0,0
LOC114186937,156,176,151,199,166,236
LOC114187462,0,0,0,0,2,0
LOC114187262,760,1072,1733,640,1321,1006
LOC114186751,1055,1997,1904,1840,1654,1966
LOC114186996,280,162,183,184,126,235
LOC114188209,213,191,185,192,127,259
LOC114188482,0,0,0,0,0,0
LOC114188483,0,0,0,0,0,0
LOC114187469,946,970,792,886,615,905
LOC114186936,16,14,14,43,25,18
LOC114187016,42,61,56,84,84,77
LOC114186563,0,0,0,0,0,0
LOC114187372,131,131,110,92,92,81
LOC114186601,66,30,40,92,153,122
LOC114187551,0,0,0,0,0,0
LOC114189117,14,10,11,9,8,14
LOC114186531,186,264,277,242,265,295
LOC114188689,177,229,154,272,235,254
LOC114186900,106,117,102,192,157,155
LOC114187024,155,176,137,278,227,281
LOC114186866,364,536,571,550,519,486
LOC114187530,20,28,16,22,6,22
LOC114189133,2,5,1,2,2,7
LOC114189171,0,0,0,0,0,0
LOC114188946,0,0,0,0,0,0
LOC114188484,0,0,0,0,0,0
LOC114187426,47,48,40,96,61,65
LOC114187539,20,11,7,11,8,11
LOC114187940,242,236,193,357,254,338
LOC114188745,301,288,184,348,290,288
LOC114188747,0,1,0,2,0,0
LOC114187007,0,2,0,0,4,2
LOC114187260,0,2,2,3,2,7
LOC114187258,0,0,0,0,0,0
LOC114187081,247,255,237,229,238,295
LOC114188486,103,46,72,87,79,102
LOC114188162,127,131,96,170,132,136
LOC114188487,124,71,122,65,69,71
LOC114189169,6,2,8,12,14,19
LOC114187556,64,134,95,86,97,115
LOC114188267,369,305,253,306,247,258
LOC114188827,19,20,22,26,26,38
LOC114186741,51,62,53,45,63,65
LOC114186710,420,730,683,616,749,835
LOC114186931,251,436,435,351,389,345
LOC114188731,36,70,43,30,29,40
LOC114188224,0,0,0,0,0,0
LOC114188223,0,0,0,0,0,2
LOC114186887,0,0,0,0,0,0
LOC114186864,0,0,0,0,0,0
LOC114187225,0,0,0,0,0,0
LOC114188887,0,0,0,0,0,0
LOC114188488,0,0,0,0,0,0
LOC114188826,0,0,0,0,0,0
LOC114188234,0,0,0,0,0,0
LOC114187561,0,0,0,0,0,0
LOC114188489,0,0,0,0,0,0
LOC114189170,0,0,0,0,0,0
LOC114186942,0,0,0,0,0,0
LOC114188642,4,4,10,0,8,2
LOC114188870,439,536,537,578,608,619
TRNAW-CCA_10,0,0,0,0,0,0
LOC114186849,4,8,0,10,25,8
LOC114187877,615,788,715,878,808,917
LOC114189241,8,8,6,22,17,13
LOC114189242,241,216,214,457,370,386
LOC114188491,0,0,0,0,0,0
LOC114187597,29,54,72,93,54,83
LOC114188193,95,113,82,162,127,173
LOC114188132,155,178,147,266,200,265
LOC114188017,283,275,326,279,227,241
TRNAS-AGA_10,0,0,0,0,0,0
LOC114187293,148,163,166,70,62,91
LOC114186980,75,119,93,170,170,214
LOC114189076,125,146,128,215,132,161
LOC114187474,8,10,0,12,12,8
LOC114186747,0,0,0,0,0,0
LOC114187871,56,90,72,115,123,83
LOC114187524,9,25,12,14,33,12
LOC114187012,190,255,260,86,130,158
LOC114187165,0,0,0,0,0,0
TRNAK-CUU_18,0,0,0,0,0,0
TRNAK-CUU_19,0,0,0,0,0,0
LOC114188732,448,475,426,538,451,482
LOC114186709,2087,2553,2252,2186,2603,3076
LOC114186612,0,0,0,0,0,0
LOC114187163,486,545,439,649,529,689
LOC114188493,0,0,0,0,0,0
LOC114187169,60,70,71,80,56,71
LOC114187070,65,195,138,168,188,213
LOC114186552,1159,1634,2004,2223,2058,2165
LOC114187173,86,116,122,172,151,150
LOC114189149,0,0,2,0,0,6
LOC114188925,1,1,1,2,0,2
LOC114186589,0,1,0,0,0,0
LOC114187227,28,36,16,46,32,44
LOC114187279,157,161,146,400,326,411
LOC114187626,32,2,8,0,56,0
LOC114187209,164,143,101,205,108,138
LOC114187711,6,15,17,56,58,51
LOC114188837,0,0,0,12,6,10
LOC114187728,458,583,338,735,546,664
LOC114186644,837,992,675,1158,1007,1294
LOC114186523,370,420,336,429,373,364
LOC114186944,380,394,253,530,419,516
LOC114186826,394,456,363,554,389,546
LOC114187368,4,0,1,6,18,4
LOC114186997,0,0,0,0,0,0
LOC114188913,15,6,7,89,90,72
LOC114186985,126,134,160,187,163,182
LOC114187061,52,67,52,97,54,71
LOC114186554,0,0,0,0,0,0
LOC114187417,10,2,4,17,27,10
LOC114186712,80,116,68,147,103,104
LOC114188092,653,925,910,922,898,958
LOC114188091,2,1,4,4,0,7
LOC114188089,88,140,131,179,124,158
TRNAL-UAG_14,0,0,0,0,0,0
LOC114188088,451,597,408,531,492,567
LOC114186776,106,166,135,186,162,171
LOC114187724,212,310,255,240,279,290
LOC114187290,24,52,41,49,55,48
LOC114186730,631,838,757,761,899,860
LOC114188867,216,305,339,307,287,321
LOC114188880,6,10,12,13,16,11
LOC114188843,112,188,116,304,236,340
LOC114186838,114,170,169,185,134,162
LOC114186783,0,4,0,4,0,2
LOC114188159,72,79,53,93,52,102
LOC114189200,127,252,215,212,261,231
LOC114186671,0,0,0,0,0,0
LOC114186805,312,579,406,512,637,634
LOC114187878,381,341,276,447,388,436
LOC114186580,670,1069,882,1089,917,945
LOC114187599,612,812,838,569,611,561
LOC114187950,187,204,145,195,203,255
LOC114188024,96,65,49,382,354,256
LOC114186560,8,2,8,55,67,32
LOC114187251,353,518,442,545,452,522
LOC114188494,8,20,14,10,12,8
TRNAL-CAA_10,0,0,0,0,0,0
LOC114187249,79,96,56,123,97,155
TRNAL-CAA_11,0,0,0,0,0,0
LOC114188651,278,464,480,340,355,323
LOC114187219,27,17,26,25,30,30
LOC114186723,78,89,62,137,117,193
LOC114188767,48,74,89,57,50,55
LOC114188930,660,542,459,494,363,619
LOC114188929,351,351,295,354,325,318
LOC114189325,0,0,0,0,0,0
LOC114189030,348,673,356,708,719,688
LOC114187221,18,39,42,42,29,33
LOC114188965,575,456,371,688,542,736
LOC114188912,24,33,38,28,37,22
LOC114188956,81,104,85,100,104,158
LOC114187194,376,987,830,922,1101,970
LOC114188959,0,0,0,0,0,0
LOC114188669,563,884,1080,830,927,1059
