Geneid,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114177384,2,2,0,2,4,6
LOC114175950,391,311,382,414,420,527
LOC114175429,0,0,0,0,0,0
LOC114175914,17,10,10,8,14,29
LOC114175915,2,2,3,0,1,0
LOC114175611,8,8,2,20,9,32
LOC114179060,39,58,8,46,46,52
LOC114179055,628,502,510,650,585,512
LOC114179058,0,0,0,0,0,0
LOC114179056,668,708,715,1110,810,1034
LOC114179059,376,245,295,303,296,257
LOC114179057,0,0,0,0,1,0
LOC114177838,971,752,736,1196,874,1041
LOC114177021,26,43,89,27,33,34
LOC114177022,40,62,82,70,66,69
LOC114178931,62,79,97,40,61,150
LOC114179019,8,2,8,2,2,6
LOC114177644,213,126,129,228,214,193
LOC114178487,367,312,345,468,426,370
LOC114176664,583,514,620,624,665,877
LOC114177285,2,2,0,4,2,0
LOC114179914,138,79,145,166,147,136
LOC114176740,0,0,0,0,0,0
LOC114177273,27,18,12,14,11,14
LOC114175709,878,994,984,1043,894,1203
LOC114177445,593,923,933,1643,798,758
LOC114179977,0,1,0,0,2,0
LOC114176734,29,33,36,104,116,153
LOC114179606,0,0,0,0,0,0
LOC114178160,0,0,0,0,0,2
LOC114178103,386,339,424,409,403,345
LOC114179353,110,71,121,85,98,64
LOC114177363,5,5,0,0,1,2
LOC114177316,6,8,0,0,2,2
LOC114179426,1339,1266,1160,1350,1307,1227
LOC114178167,74,59,34,56,50,36
LOC114176987,1158,1297,819,977,744,1028
LOC114179501,4,10,2,0,2,8
LOC114178173,6,6,2,4,11,7
LOC114175693,1730,1628,1943,1522,1718,1872
LOC114178987,323,305,298,389,406,378
LOC114178986,233,206,126,364,282,298
LOC114178988,179,191,189,201,235,247
LOC114177933,518,390,366,620,587,639
TRNAD-GUC_11,0,0,0,0,0,0
TRNAD-GUC_12,0,0,0,0,0,0
LOC114177205,84,68,87,87,69,32
LOC114177202,58,25,39,39,61,29
LOC114177204,444,559,438,654,396,515
LOC114175978,114,94,61,69,80,58
LOC114178375,735,656,589,739,714,793
LOC114177391,38,42,29,30,74,71
LOC114177918,171,146,128,160,155,111
TRNAK-UUU_5,0,0,0,0,0,0
LOC114179109,2,4,0,0,4,14
LOC114175319,27,22,14,6,15,11
LOC114178874,202,109,163,157,221,124
LOC114178460,391,244,280,424,422,348
LOC114176694,46,12,28,14,32,18
LOC114178271,6,12,0,2,10,16
LOC114179619,74,54,53,56,77,117
LOC114179363,271,197,334,239,175,166
LOC114178691,139,107,117,142,103,156
LOC114179593,0,2,0,2,0,4
LOC114178081,0,0,0,0,0,4
LOC114178080,130,96,138,152,123,85
LOC114177195,17,12,18,19,12,5
LOC114179357,0,0,0,0,0,0
LOC114178962,0,0,0,0,0,0
LOC114176129,36,30,29,38,30,25
TRNAA-UGC,0,0,0,0,0,0
LOC114175730,416,374,463,491,448,498
LOC114178522,73,14,17,21,42,20
LOC114180024,0,0,0,0,0,0
LOC114180021,0,0,0,0,0,0
LOC114180022,0,0,0,0,0,0
LOC114180023,0,0,0,0,0,0
LOC114179989,0,0,0,0,0,0
LOC114180061,0,0,0,0,0,0
LOC114179988,0,0,0,0,0,0
LOC114180064,6,8,3,8,10,3
LOC114176703,20,4,7,4,6,6
LOC114176718,4,0,2,2,6,0
LOC114176719,0,0,0,0,0,0
LOC114179352,177,128,6,8,234,73
LOC114179804,63,84,94,59,48,28
LOC114177190,101,102,105,90,56,36
LOC114175665,78,64,65,99,94,78
LOC114174942,220,147,137,223,186,177
LOC114175627,0,0,0,0,0,0
LOC114178212,0,0,0,0,0,0
LOC114176884,12,8,8,0,35,12
LOC114174882,358,195,263,487,334,313
LOC114175841,97,89,87,87,79,76
LOC114179354,94,48,38,34,85,88
LOC114177309,0,0,0,0,0,0
LOC114177425,4,0,0,0,0,0
LOC114178675,0,0,0,0,0,0
LOC114178673,48,33,32,40,60,46
LOC114178514,677,561,635,976,938,759
LOC114175697,0,2,0,0,0,0
LOC114176397,0,0,0,0,0,0
LOC114176161,113,86,106,61,65,48
LOC114179549,1907,1775,2348,2804,1766,1663
LOC114179290,29,61,64,94,81,98
LOC114179448,418,426,463,404,346,346
LOC114179449,100,82,102,69,85,74
LOC114177032,4,25,6,17,20,21
LOC114178224,0,0,0,0,0,0
LOC114178075,8,1,2,5,8,4
LOC114178074,351,212,296,293,317,334
LOC114178073,8,12,10,8,6,11
LOC114179840,278,200,265,318,329,174
LOC114176015,1117,1366,1340,1867,1456,1167
LOC114175075,235,204,238,389,365,256
LOC114174982,0,0,0,0,0,0
LOC114178238,0,0,0,0,0,0
LOC114178243,0,0,0,2,0,0
LOC114174961,0,2,2,2,4,2
LOC114178339,477,246,278,797,606,534
LOC114178340,21,5,15,44,39,30
LOC114179900,151,110,146,174,131,155
LOC114178329,18,4,14,2,5,10
LOC114178328,156,92,84,101,98,112
LOC114175674,70,59,58,59,48,30
LOC114179824,459,384,383,470,378,421
LOC114178033,738,648,708,627,654,677
LOC114178945,0,2,0,0,0,0
LOC114176760,2,0,0,0,0,2
LOC114175939,211,191,98,378,355,461
LOC114179823,52,34,43,51,36,27
LOC114178642,2205,1583,1874,2219,2247,1695
LOC114178861,1861,1714,1972,2025,2047,1569
LOC114179455,34,22,16,28,48,42
LOC114175016,322,246,217,309,266,232
LOC114176518,20,13,0,4,28,10
LOC114176675,2,10,0,16,12,20
LOC114175913,0,0,0,0,0,0
LOC114175640,463,362,346,415,432,426
LOC114176561,22,4,18,25,34,41
LOC114179447,631,485,623,667,582,502
LOC114177095,59,74,32,44,58,80
LOC114177163,15,5,2,4,4,7
LOC114177162,417,260,336,461,517,336
LOC114176763,0,0,6,0,0,0
LOC114178707,152,102,34,127,215,194
LOC114179874,0,0,0,0,0,0
LOC114177084,986,710,780,1055,976,852
LOC114177085,4,3,0,1,0,6
LOC114178364,508,380,472,542,466,449
LOC114176840,48,39,37,51,60,29
LOC114177639,449,546,525,620,528,842
LOC114177640,101,101,108,105,95,142
LOC114177642,91,99,75,86,78,133
LOC114178884,149,133,175,125,165,106
LOC114177778,196,164,147,212,204,146
LOC114177779,82,102,108,82,85,77
LOC114177780,0,2,0,2,3,0
LOC114174890,0,0,2,2,0,0
LOC114179453,0,0,1,3,2,0
LOC114178999,352,348,384,388,373,381
LOC114179446,0,0,0,0,0,2
LOC114178523,443,335,443,501,486,426
LOC114175589,307,269,266,191,327,307
LOC114178676,418,488,351,444,487,460
LOC114177073,24,18,20,17,18,40
LOC114179305,103,56,78,105,69,89
LOC114179237,40,21,22,28,24,16
LOC114179843,48,47,40,50,73,42
LOC114179298,0,0,0,0,0,0
LOC114175064,142,81,75,134,149,177
LOC114176338,12,4,6,17,11,26
LOC114178896,102,100,110,115,122,96
LOC114178213,239,162,146,179,223,250
LOC114178982,33,43,59,97,74,90
LOC114179039,91,51,85,108,69,76
LOC114176200,162,140,164,287,235,226
LOC114178629,971,750,1086,1118,1034,895
LOC114178878,1059,958,949,1135,952,759
LOC114177939,309,250,291,167,176,142
LOC114176837,436,451,408,390,361,512
LOC114177733,480,377,397,506,468,461
LOC114176695,502,330,395,673,391,447
LOC114179061,2,2,4,2,6,0
LOC114179062,42,32,40,65,34,48
LOC114178921,509,480,458,489,478,437
LOC114178349,248,154,232,250,262,224
LOC114178348,0,0,0,0,0,0
LOC114176393,0,0,0,0,0,0
LOC114177679,559,314,452,638,632,529
LOC114178512,1895,1698,1933,2060,1999,2040
LOC114177500,1,0,0,0,0,4
LOC114178176,414,307,348,393,471,415
LOC114174962,58,30,26,75,49,48
LOC114179811,78,66,78,141,95,100
LOC114177052,119,108,103,130,138,186
LOC114178445,108,87,106,200,186,230
LOC114179041,282,200,357,275,299,257
LOC114177248,720,687,837,1449,1522,1676
LOC114175170,632,643,512,686,618,536
LOC114179228,282,303,305,447,395,376
LOC114177589,943,737,868,1259,1055,1368
LOC114177265,0,0,0,0,0,0
LOC114175982,0,0,0,0,0,0
LOC114175686,0,0,0,0,0,0
LOC114177400,5,2,0,4,0,6
LOC114176088,430,408,359,471,282,392
LOC114177442,57,38,42,40,74,43
LOC114176177,49,24,7,62,111,54
LOC114177799,1271,829,1371,1162,1059,1085
TRNAC-GCA_7,0,0,0,0,0,0
LOC114176431,7780,7722,7919,12254,11054,10869
LOC114179206,8,14,4,12,2,12
LOC114176471,182,203,220,212,181,213
LOC114178609,1699,1939,1856,2400,2059,2134
LOC114178607,88,63,67,87,96,106
LOC114178166,357,367,413,425,349,387
LOC114176821,301,226,282,321,349,288
LOC114177096,0,0,0,0,0,0
LOC114178269,0,0,0,0,0,0
LOC114176095,12,10,16,20,12,16
LOC114178281,53,25,34,27,22,41
LOC114176390,50,27,14,22,38,34
LOC114178066,639,489,588,682,665,594
LOC114176233,14,19,32,16,16,21
LOC114174933,700,755,690,879,649,714
TRNAA-CGC_1,0,0,0,0,0,0
LOC114178565,12,19,30,13,25,15
LOC114178567,177,164,173,234,207,149
LOC114177663,126,131,103,105,137,76
LOC114177665,1032,1143,1013,1006,836,1028
LOC114177661,0,2,2,0,4,4
LOC114177662,395,228,224,266,416,262
LOC114177862,176,201,93,285,96,296
LOC114179645,0,0,0,0,0,0
LOC114176119,0,0,0,0,0,6
LOC114176052,121,109,104,93,92,143
LOC114178299,6,6,9,6,14,5
LOC114176438,163,175,256,351,240,420
LOC114177873,48,20,55,40,42,42
LOC114177875,103,88,79,95,66,82
LOC114176053,52,18,44,66,44,58
LOC114175997,101,86,87,87,88,94
LOC114176468,22,12,12,23,17,32
LOC114179188,127,58,121,106,84,92
LOC114178248,2650,1992,2259,3021,3050,2761
LOC114178300,0,0,0,0,0,0
LOC114177815,972,834,713,987,962,684
LOC114176357,79,112,56,95,47,48
LOC114176358,29,62,44,42,47,39
LOC114175708,0,0,0,0,0,0
LOC114179225,0,0,0,0,0,0
LOC114179301,50,32,2,29,42,22
LOC114176999,584,410,257,494,445,446
LOC114175383,549,417,435,544,545,384
LOC114177488,421,344,332,459,422,404
LOC114178302,41,19,21,22,33,17
LOC114177267,316,214,129,221,209,145
LOC114177264,278,343,610,673,569,450
LOC114176912,18,16,4,85,33,18
LOC114178465,204,112,143,201,197,188
LOC114178466,1254,1098,902,1576,1346,1636
LOC114178467,234,182,180,216,244,227
LOC114178468,79,61,61,52,64,37
TRNAK-CUU_8,0,0,0,0,0,0
TRNAK-CUU_9,0,0,0,0,0,0
LOC114178270,789,888,876,1133,799,802
LOC114176194,0,0,0,0,0,2
LOC114178304,2452,1727,2292,2851,2265,1896
LOC114178305,4,0,2,0,0,0
LOC114177324,0,0,4,0,2,0
LOC114176523,2,4,4,8,10,4
LOC114176522,233,197,312,290,374,290
LOC114177046,125,34,25,55,80,62
LOC114177045,308,326,277,351,398,321
LOC114178437,418,392,430,444,452,395
LOC114175787,293,183,225,296,369,214
LOC114177110,22,24,16,6,11,14
LOC114175953,243,229,181,183,207,208
LOC114178008,109,37,51,92,86,66
LOC114176366,273,279,355,247,298,246
LOC114179951,225,250,208,232,241,314
LOC114176072,43,57,30,90,57,76
LOC114178309,627,849,837,830,638,921
LOC114178368,570,321,437,519,452,285
LOC114178367,172,95,27,39,154,178
LOC114175880,0,0,0,0,0,0
LOC114180027,0,0,0,0,0,0
LOC114180026,0,0,0,0,0,0
LOC114179177,24,28,28,18,31,69
LOC114177868,2137,2083,2516,2620,2472,2754
LOC114178228,102,68,85,110,98,93
LOC114179261,2,0,0,2,2,2
LOC114178315,252,159,272,317,239,271
LOC114176917,4,6,4,0,8,4
LOC114178515,666,461,534,746,689,588
LOC114178502,490,362,347,433,482,332
LOC114179517,28,32,20,34,35,43
LOC114178222,53,56,72,48,91,87
TRNAT-UGU_1,0,0,0,0,0,0
LOC114178221,22,0,16,22,8,6
LOC114175778,2157,1641,1841,2460,2133,1746
LOC114178605,158,118,201,227,201,215
LOC114178280,71,67,93,72,76,89
LOC114176918,334,133,84,371,511,417
LOC114176801,18,18,12,10,14,10
LOC114176105,146,75,114,166,150,135
LOC114174872,296,147,75,401,173,357
LOC114174871,297,252,283,274,262,256
LOC114176767,76,77,70,58,92,60
LOC114179204,231,191,160,140,70,114
LOC114178756,253,211,266,171,183,182
LOC114175864,230,177,167,247,277,209
LOC114179566,196,136,142,210,151,160
LOC114179568,213,170,169,145,195,122
LOC114175679,24,18,4,12,24,24
LOC114178148,243,167,188,279,225,216
LOC114178895,1795,1555,2307,2406,1988,1774
LOC114178261,875,657,824,761,693,692
LOC114177857,1161,1090,1169,621,684,914
TRNAC-GCA_8,0,0,0,0,0,0
TRNAC-GCA_9,0,0,0,0,0,0
LOC114178077,591,426,482,497,588,394
LOC114179462,188,148,147,161,171,183
LOC114176364,261,193,255,279,296,222
LOC114178919,4389,3654,4613,5251,4004,4127
LOC114176308,329,321,298,298,225,278
LOC114176309,16,5,2,16,18,8
LOC114176307,8,2,4,6,8,12
LOC114176096,230,198,262,200,247,215
LOC114179491,2,1,4,2,0,1
LOC114178592,145,156,155,175,126,166
LOC114179712,174,127,79,106,131,155
LOC114177101,198,152,156,134,116,129
LOC114177741,578,373,448,490,405,453
LOC114175392,0,0,0,0,0,0
LOC114179495,2,2,0,0,4,2
LOC114179038,683,714,663,865,613,447
LOC114177586,13,10,12,8,13,13
LOC114177584,151,176,230,124,146,124
LOC114177585,1249,1731,1148,1783,1481,1123
LOC114175355,280,172,235,256,276,208
LOC114179489,898,609,715,1010,919,839
LOC114175105,0,0,0,0,0,0
LOC114174964,190,141,110,149,171,188
LOC114179374,4,4,5,134,30,99
LOC114178939,341,265,410,381,344,452
LOC114177077,10,6,2,15,4,10
LOC114176813,42,31,8,18,32,38
LOC114178948,343,292,326,393,326,409
LOC114174992,1142,652,719,683,813,726
LOC114179844,538,402,435,456,401,316
LOC114179218,9,4,8,4,25,11
LOC114179314,58,46,30,42,60,53
LOC114175925,567,495,303,722,694,868
LOC114179612,43,37,46,69,58,42
LOC114179794,90,63,79,89,99,75
LOC114179155,2,6,0,0,2,2
LOC114177405,19,18,4,8,54,36
LOC114175417,4,4,4,4,4,6
LOC114175416,4,4,8,9,6,0
LOC114175638,12,8,27,25,39,25
LOC114179943,2,2,6,8,10,8
LOC114179006,322,254,306,289,317,233
LOC114178332,0,0,0,0,0,0
LOC114178343,0,0,0,0,0,0
LOC114176772,218,237,270,219,180,198
LOC114176773,503,404,512,546,540,369
LOC114178521,321,206,222,267,361,241
LOC114174990,1386,1663,1833,2197,1935,1396
LOC114177517,2677,1816,178,55,3324,930
LOC114178614,301,221,235,282,382,320
LOC114178911,20,19,4,33,38,38
LOC114178350,0,0,0,0,0,0
LOC114178161,72,49,34,39,46,48
LOC114178162,166,147,153,153,165,162
LOC114176761,6,6,6,8,6,4
LOC114179333,80,48,71,62,77,75
LOC114178797,442,591,506,300,256,220
LOC114179904,2,2,2,0,0,0
LOC114177151,184,223,154,242,96,156
LOC114177262,6,4,4,0,2,2
LOC114176410,8,4,0,4,2,4
LOC114178377,0,0,0,0,0,0
LOC114174975,0,0,0,0,0,0
LOC114174976,964,828,1181,1176,970,1106
LOC114174979,189,154,178,105,124,74
LOC114174978,801,502,462,682,793,644
LOC114179976,32,61,32,25,49,44
LOC114179975,3050,2799,2882,3814,3419,3484
LOC114178384,20,10,10,0,15,6
TRNAK-CUU_10,0,0,0,0,0,0
LOC114178890,296,222,271,279,218,249
LOC114179454,582,794,669,968,511,873
LOC114174887,0,0,1,0,0,0
LOC114176833,645,412,449,557,570,475
LOC114179634,0,0,0,0,0,0
LOC114174901,72,62,78,76,84,36
LOC114176190,16,14,5,10,34,18
LOC114176191,5,2,4,1,7,2
LOC114175839,37,41,38,62,62,49
LOC114175287,102,68,66,83,91,82
LOC114178980,0,0,0,0,0,0
LOC114177809,1117,1180,1204,1846,1123,1436
LOC114177807,88,105,108,104,113,109
LOC114177808,846,924,1153,916,736,837
LOC114179349,19,16,2,10,18,16
LOC114179229,138,86,90,90,125,101
TRNAS-AGA_1,0,0,0,0,0,0
TRNAS-AGA_2,0,0,0,0,0,0
LOC114176804,11,10,6,8,12,16
LOC114177492,0,0,2,12,4,2
LOC114177880,293,302,277,395,427,558
LOC114177660,517,555,471,732,770,896
LOC114177211,739,592,581,744,749,745
LOC114175714,83,105,129,156,161,116
LOC114179769,75,44,58,67,92,81
LOC114179233,2,10,6,6,4,6
LOC114176316,15,9,2,14,12,2
LOC114178395,2,0,2,0,0,0
LOC114177626,258,104,179,210,267,269
LOC114178827,156,92,88,139,174,117
LOC114178463,564,292,323,413,531,488
LOC114179411,1,10,0,5,12,6
LOC114177753,434,574,602,522,519,561
LOC114176499,0,0,0,0,0,0
LOC114179898,34,30,37,32,44,28
LOC114179897,37,24,23,14,8,20
LOC114179899,0,0,0,0,0,0
LOC114178408,0,0,0,0,1,0
LOC114175771,0,0,0,0,0,0
LOC114179635,0,0,0,0,0,0
LOC114175386,0,0,0,0,0,0
LOC114175618,0,0,0,0,0,0
LOC114175716,0,0,0,0,0,0
LOC114177507,26,12,14,8,14,54
LOC114178478,660,464,598,668,600,510
LOC114175726,1615,1970,1393,1640,1266,1292
LOC114174874,402,211,205,429,409,280
LOC114176396,0,0,0,0,0,0
LOC114178640,272,163,218,334,360,253
LOC114174904,106,98,119,98,90,135
LOC114178431,0,0,0,0,0,0
LOC114178038,28,21,12,18,22,10
LOC114178001,610,507,645,817,679,423
LOC114178721,20,14,18,5,26,9
LOC114178720,67,47,60,42,36,49
LOC114177638,258,185,257,306,362,260
LOC114178327,196,161,138,180,219,142
LOC114175995,147,122,105,108,130,101
TRNAH-GUG_2,0,0,0,0,0,0
LOC114176386,0,0,2,0,2,0
LOC114178049,897,829,672,1040,1177,1067
LOC114177201,149,120,141,280,283,278
LOC114176835,261,160,41,206,150,147
LOC114178390,76,83,82,99,106,49
LOC114176903,265,348,370,569,407,408
LOC114176905,10,6,4,8,3,14
LOC114177922,1121,905,822,1261,1158,863
LOC114178470,79,63,55,82,78,71
TRNAQ-UUG_8,0,0,0,2,0,2
LOC114179915,629,465,586,690,904,821
LOC114174969,504,583,657,787,527,576
LOC114177756,317,337,286,340,355,382
LOC114176183,20,11,8,11,16,14
LOC114179001,171,79,148,133,123,127
LOC114179122,693,486,649,669,609,446
LOC114178341,46,22,24,34,16,18
LOC114178342,376,253,446,238,342,386
LOC114176486,12,2,10,14,10,17
LOC114177469,0,0,0,0,0,0
LOC114179750,0,0,0,2,0,0
LOC114179493,483,357,456,643,588,643
LOC114176925,28,20,14,12,49,20
LOC114177514,337,350,485,476,462,417
LOC114178120,54,44,116,89,97,82
LOC114175784,29,15,21,31,35,32
LOC114175785,0,0,0,0,0,0
LOC114179827,2,0,0,0,0,2
LOC114178942,210,196,174,238,170,192
LOC114178561,199,142,150,185,175,106
LOC114178562,0,0,0,0,0,0
LOC114178560,143,116,129,109,120,152
LOC114178321,259,188,207,219,241,190
LOC114179346,457,407,488,522,414,448
LOC114175889,101,115,70,98,94,79
LOC114175903,152,116,102,92,130,156
LOC114175902,254,181,160,291,264,263
LOC114179556,746,684,595,731,701,778
LOC114179297,90,83,54,62,155,116
LOC114177806,133,86,81,91,98,120
LOC114177805,61,26,25,66,90,72
LOC114178473,0,0,0,2,0,0
LOC114175725,41,2,21,20,52,44
LOC114177521,12,2,14,12,13,8
LOC114178385,228,243,363,217,216,157
LOC114178386,161,164,188,168,182,188
LOC114177783,374,295,401,470,410,422
LOC114176149,104,109,99,125,122,76
LOC114175828,972,497,585,740,839,571
LOC114180062,0,0,0,0,0,0
LOC114177437,5,10,18,2,12,4
LOC114178734,268,173,202,403,356,291
LOC114178735,743,590,549,871,798,837
LOC114178681,404,331,305,437,468,411
LOC114179573,0,0,0,0,0,0
LOC114177266,0,0,0,4,2,2
LOC114177364,2,0,0,0,0,0
LOC114176304,11,16,28,51,40,22
LOC114179092,74,64,58,36,45,40
LOC114179686,0,0,0,0,0,0
LOC114178493,0,0,0,0,0,0
LOC114178803,65,47,35,72,94,72
LOC114177603,0,0,0,0,0,0
LOC114176069,469,369,393,1131,1038,885
LOC114174931,98,61,67,112,82,68
LOC114176171,297,353,387,186,146,138
LOC114178656,105,51,62,115,109,75
LOC114179862,89,75,90,68,61,89
LOC114175694,64,33,48,66,92,40
LOC114178152,2,0,0,6,4,6
LOC114178154,42,43,34,45,72,58
LOC114175673,1,0,0,0,0,0
LOC114178996,0,0,0,2,0,0
LOC114179016,109,96,119,116,132,118
LOC114177320,2,6,0,0,2,0
LOC114178351,12237,10242,7863,23609,11061,13924
LOC114178497,53,60,43,64,73,90
LOC114178352,118,90,138,116,75,76
LOC114178353,441,448,488,522,463,640
LOC114177408,720,1073,841,1012,768,1033
LOC114178126,94,58,64,105,57,84
LOC114179280,0,0,2,4,0,4
LOC114178506,0,0,0,0,0,0
LOC114177426,3,6,2,0,0,0
LOC114179917,265,220,208,268,208,276
LOC114176154,178,164,162,168,126,163
LOC114178323,1013,793,920,1207,1154,1086
LOC114178029,685,540,531,635,619,693
LOC114179589,22,31,23,68,71,49
LOC114179773,2,0,0,0,0,2
LOC114179772,719,705,639,813,710,685
LOC114179771,194,124,140,136,170,98
LOC114176018,36,29,27,41,50,34
LOC114176019,0,0,0,0,0,0
LOC114176571,8,12,6,18,14,16
LOC114179552,13,9,15,10,9,14
LOC114178847,459,411,390,416,487,412
LOC114176564,420,279,419,350,358,388
LOC114176010,207,126,125,210,253,132
LOC114176830,95,89,84,115,91,83
LOC114178811,548,537,421,722,520,635
LOC114176924,38,22,20,38,28,24
LOC114177230,589,412,501,704,834,569
LOC114179907,52,54,35,33,66,40
LOC114178519,0,0,0,0,0,2
LOC114177523,167,245,231,186,194,124
LOC114177525,89,96,100,73,73,74
LOC114174947,864,762,859,1102,880,932
LOC114179135,1283,1232,1605,1733,1362,1115
LOC114179403,87,63,38,89,45,44
LOC114177220,22,59,93,45,72,131
LOC114179161,250,155,209,207,260,287
LOC114177289,6,6,8,2,18,5
LOC114176588,92,91,82,95,98,122
LOC114176340,233,217,213,172,226,247
LOC114177493,0,8,6,2,0,0
LOC114179660,329,250,364,337,256,282
TRNAL-AAG_3,0,0,0,0,0,0
LOC114177962,363,268,105,225,116,122
LOC114177963,1756,2392,2819,3332,2660,2765
TRNAL-AAG_4,50,55,41,41,41,49
LOC114177964,3,10,2,18,6,14
LOC114179256,166,171,146,152,127,113
LOC114176437,2,0,0,2,4,0
LOC114176152,343,419,231,591,240,341
LOC114179437,2,2,0,0,2,0
LOC114177280,6,8,6,19,6,12
LOC114179959,15,12,16,4,4,6
LOC114174927,842,1224,1295,811,863,1021
LOC114176934,478,615,783,320,439,536
LOC114175688,184,148,292,70,153,165
LOC114179316,123,90,85,82,92,94
LOC114179367,142,75,149,113,224,100
LOC114175262,644,669,865,794,756,620
LOC114176421,47,28,37,39,62,57
LOC114177219,49,13,4,33,13,26
LOC114178496,239,184,185,234,193,199
LOC114176476,72,56,74,82,70,70
LOC114178603,248,277,308,308,245,237
LOC114177885,274,222,262,345,325,413
LOC114176909,56,55,20,59,51,104
LOC114176937,14,26,34,18,24,10
LOC114174905,2,2,2,2,3,4
LOC114175883,11,13,19,0,8,16
LOC114179800,161,109,183,207,170,227
LOC114179273,6,12,2,4,0,7
LOC114179795,16,6,10,14,60,95
LOC114177355,2,2,6,8,5,4
LOC114176403,91,135,109,156,91,105
TRNAA-AGC_3,0,0,0,0,0,0
LOC114176050,27540,10102,14115,24994,15686,12086
LOC114175966,1,0,4,0,1,2
LOC114175963,0,0,0,0,0,2
LOC114175965,0,0,0,0,0,0
LOC114179258,0,10,2,6,4,2
LOC114179259,200,153,113,267,207,189
LOC114176009,97,108,109,126,134,93
LOC114174929,581,1035,621,748,813,994
LOC114175962,574,602,404,905,962,837
LOC114178525,18,10,12,16,16,23
LOC114179713,0,0,0,0,0,0
LOC114176182,138,122,26,134,109,201
LOC114175620,0,0,0,0,0,0
LOC114179342,82,83,116,97,99,70
LOC114178110,119,89,109,152,155,142
LOC114177675,247,141,162,220,290,205
LOC114175816,1020,816,954,1034,1189,999
LOC114177254,4,0,0,8,8,4
LOC114177382,0,0,0,0,0,0
LOC114176313,0,0,0,1,0,0
LOC114179858,0,0,0,1,0,0
LOC114178086,308,260,270,256,312,427
TRNAR-ACG_7,1,0,0,0,1,1
LOC114175747,219,205,227,270,284,341
LOC114179254,250,143,185,184,186,106
LOC114178556,8,3,3,3,4,6
LOC114177458,270,257,245,371,313,234
LOC114176363,22,28,28,28,44,46
LOC114175859,6,8,6,4,7,18
LOC114178552,75,29,69,44,53,41
LOC114178553,227,169,208,223,268,191
LOC114176327,353,427,387,593,316,460
LOC114176013,33,18,28,40,32,37
TRNAK-UUU_6,0,0,0,0,0,0
LOC114177404,0,0,0,0,0,2
LOC114176977,400,278,309,298,415,428
LOC114176609,95,38,64,94,75,79
LOC114178871,26,12,15,17,16,24
TRNAY-GUA_3,0,0,0,0,0,0
LOC114178549,1825,2189,2020,2360,1560,1924
LOC114177244,742,666,878,1096,660,779
LOC114176913,24,32,46,22,51,46
LOC114178809,152,171,178,188,196,213
LOC114176241,408,295,330,394,335,392
LOC114177682,447,312,319,484,518,468
LOC114177680,248,259,384,237,231,245
LOC114177681,175,233,308,312,219,258
LOC114175979,38,33,34,26,42,46
LOC114178458,412,295,339,454,348,292
LOC114179407,492,366,375,781,689,399
LOC114179408,0,6,6,2,4,4
LOC114177755,3479,2949,2976,3795,4923,6250
LOC114177890,191,154,236,257,282,302
TRNAQ-UUG_9,0,0,0,0,0,0
LOC114177889,6,12,13,6,8,8
LOC114175793,0,0,0,0,0,0
LOC114175642,138,108,139,168,103,161
LOC114177842,132,50,66,87,111,65
LOC114175605,700,374,470,751,507,542
LOC114175604,6,4,6,0,13,6
LOC114179962,207,107,146,206,175,130
LOC114174898,0,0,0,0,0,0
LOC114178602,384,324,339,439,514,368
LOC114176622,46,46,29,34,39,55
LOC114177479,396,368,280,435,367,393
LOC114175715,601,686,672,731,615,773
LOC114178574,301,189,229,210,204,219
LOC114179366,0,0,0,0,0,0
LOC114177548,0,0,0,0,0,0
LOC114175626,24,12,30,29,22,24
LOC114179337,0,0,2,4,0,2
LOC114177907,287,219,271,311,329,333
LOC114175960,21,23,44,42,31,26
LOC114177138,34,6,13,16,13,16
LOC114175009,246,225,256,391,332,222
LOC114178557,37,86,42,58,41,44
LOC114178558,49,81,59,87,57,57
LOC114180011,0,5,2,7,5,2
LOC114178084,68,60,83,95,105,68
LOC114179674,288,303,385,415,311,295
LOC114179675,14,12,2,20,13,8
LOC114179196,12,4,0,6,0,0
LOC114177225,0,0,0,0,0,0
LOC114178572,0,0,0,0,0,0
LOC114179727,0,0,0,0,0,0
LOC114175224,0,0,2,0,1,4
LOC114178528,209,215,234,212,212,228
LOC114178530,4330,5114,3870,8803,4850,7725
LOC114178527,287,145,159,293,371,232
LOC114178526,216,164,126,207,349,262
LOC114178531,0,0,0,0,0,0
LOC114178529,86,38,73,123,74,53
LOC114176466,408,310,389,411,411,430
LOC114178860,0,0,0,0,2,0
LOC114176237,6,10,2,4,5,4
LOC114177159,2,3,2,0,16,1
LOC114179742,0,2,0,0,0,0
LOC114177336,633,495,559,668,647,533
LOC114178937,136,119,95,127,103,91
LOC114176016,24,22,24,21,24,34
LOC114179881,0,0,0,0,0,0
LOC114175385,570,538,470,623,562,590
LOC114179151,0,0,2,0,0,0
LOC114177292,4,8,2,0,8,4
LOC114175706,0,2,2,2,2,4
LOC114176792,17,66,44,33,37,32
LOC114177572,26,40,45,56,43,28
LOC114174937,276,276,373,341,316,341
LOC114179205,0,0,0,0,0,0
LOC114176032,110,61,39,70,93,59
LOC114176225,238,194,175,185,206,239
LOC114176127,0,0,0,0,0,0
LOC114178599,0,0,0,0,0,0
LOC114176940,0,0,1,0,0,2
