Geneid,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114168535,67,77,54,52,57,56
LOC114170513,47,31,37,52,36,29
LOC114169969,169,155,186,202,178,123
LOC114170623,190,113,103,98,139,153
LOC114168406,12,17,6,0,16,20
LOC114168405,28,26,25,16,35,16
LOC114169961,519,398,449,612,760,808
LOC114168921,0,0,0,0,0,0
LOC114168888,10,12,6,10,53,62
LOC114168282,292,254,291,265,322,335
LOC114170483,0,0,0,0,0,0
LOC114169160,0,0,0,0,0,0
LOC114170474,0,0,0,0,0,0
LOC114170475,0,0,0,0,0,0
LOC114168510,354,228,359,324,346,319
LOC114168731,0,0,4,0,2,0
LOC114170033,1069,1056,964,1265,1102,706
LOC114168342,373,232,319,457,447,384
LOC114169974,328,242,382,219,374,516
LOC114169064,920,897,852,1124,1159,1049
LOC114170723,0,0,0,0,0,0
LOC114168726,43,48,61,51,34,46
LOC114169081,141,147,168,172,116,123
LOC114169105,0,0,0,0,0,0
LOC114168690,208,216,202,244,217,219
LOC114168210,0,0,0,0,0,0
LOC114168276,0,0,0,0,0,0
LOC114170675,2,0,0,0,0,0
LOC114168865,96,40,28,38,84,50
LOC114169275,87,49,87,58,66,66
LOC114169471,1927,2372,2105,2651,1690,2105
LOC114170396,0,0,0,0,0,0
LOC114169039,0,0,0,0,2,0
LOC114168868,38,14,8,33,27,23
LOC114168384,42,27,36,9,46,54
LOC114168933,39,25,22,21,37,51
LOC114169138,0,2,0,0,0,0
LOC114168204,0,0,0,0,0,0
LOC114168804,22,18,16,14,19,17
LOC114170579,430,279,336,434,425,364
LOC114169795,128,122,100,95,138,132
LOC114169156,566,565,692,471,505,591
LOC114169562,315,184,96,207,353,221
LOC114168594,0,0,2,0,2,8
LOC114168440,50,48,60,57,57,71
LOC114169006,22,41,34,38,34,68
LOC114168667,1105,1308,1435,935,735,958
LOC114168749,0,0,0,0,0,2
LOC114170721,247,232,175,211,205,204
LOC114168578,119,150,126,114,88,112
LOC114169685,307,314,352,245,328,256
LOC114168609,1190,957,1033,1311,1219,1197
LOC114168167,105,56,67,92,109,74
LOC114169397,718,482,497,796,732,608
LOC114169792,168,108,105,172,139,176
LOC114170731,312,251,235,296,288,267
LOC114168863,943,783,648,1014,931,1200
LOC114170704,959,1211,1146,1284,941,1501
LOC114169431,2823,2888,2403,5121,3816,4471
LOC114170397,1,0,0,0,0,1
LOC114168606,16,4,0,8,4,4
LOC114168607,143,148,130,201,164,167
LOC114170442,271,172,212,272,313,315
LOC114168811,37,44,21,38,28,36
LOC114168778,91,69,115,121,80,86
LOC114169263,543,412,408,472,579,506
LOC114169261,433,380,419,403,422,377
LOC114170398,0,0,0,0,0,0
LOC114169266,219,159,179,197,191,202
LOC114169265,674,523,484,555,619,512
LOC114169267,0,0,0,0,0,0
LOC114169268,0,0,0,0,0,0
LOC114169269,40,8,33,9,54,42
LOC114169262,53,21,12,48,51,33
LOC114168570,128,133,111,96,94,133
LOC114168791,82,57,48,98,61,135
LOC114170020,35,19,22,67,39,38
LOC114168977,14,0,16,3,11,10
LOC114168854,7,4,3,7,4,4
LOC114168935,12,1,22,14,13,2
LOC114168532,0,0,0,0,0,0
LOC114170399,0,0,0,0,0,0
LOC114170659,0,0,0,0,0,0
LOC114168989,2,2,5,0,10,2
LOC114168900,13,0,2,0,3,3
LOC114168981,10,2,8,0,4,0
LOC114168287,15,18,6,11,12,10
LOC114169101,6,0,0,0,2,2
LOC114170090,2,0,0,0,2,0
LOC114169014,18,0,2,4,6,2
LOC114168874,74,63,99,98,114,105
LOC114169055,6,8,4,3,5,1
LOC114169476,241,251,276,261,269,274
LOC114168612,79,37,68,73,49,51
LOC114168446,16,14,7,16,11,26
LOC114168445,213,202,313,217,249,231
LOC114169890,100,81,60,74,72,162
LOC114169891,122,123,95,188,239,197
LOC114168246,37,46,48,24,24,26
LOC114169492,251,216,221,210,212,141
LOC114170739,1460,1042,1121,1625,1634,1440
LOC114169683,331,214,204,320,323,274
LOC114170069,467,322,320,473,439,365
LOC114169134,1,2,2,2,2,0
LOC114169732,135,77,124,107,96,64
LOC114169733,142,94,114,122,127,153
LOC114169329,232,165,200,210,289,209
LOC114169769,116,88,90,110,142,153
LOC114169450,474,415,415,545,586,545
LOC114170401,2,4,2,9,6,0
LOC114168842,14,16,34,19,16,24
LOC114169857,382,272,394,411,436,408
LOC114169528,150,62,119,99,73,56
LOC114170059,196,111,84,121,131,143
LOC114168400,118,82,100,122,91,94
LOC114168687,82,79,102,77,75,85
LOC114168202,0,0,0,0,0,0
LOC114169912,154,78,124,132,140,61
LOC114168227,0,0,0,0,0,0
LOC114168225,4,4,0,0,0,0
LOC114168226,350,239,311,364,424,336
LOC114169494,8187,8924,9448,6335,6208,7750
LOC114170567,995,852,717,1150,1125,878
LOC114169590,965,449,492,685,517,658
LOC114168516,0,0,0,0,0,0
LOC114168637,0,0,0,0,0,0
LOC114169051,1,4,0,2,10,4
LOC114168443,9,16,8,20,16,9
LOC114168800,4267,4213,2861,3115,3357,3607
LOC114169931,364,217,270,383,356,331
LOC114168285,0,0,0,0,0,0
LOC114169880,0,2,0,0,0,0
LOC114169878,1778,1193,922,1517,2258,1621
LOC114170629,112,109,102,145,117,143
LOC114169200,321,276,294,328,370,246
LOC114168599,12,12,4,12,9,24
LOC114170570,0,0,0,0,0,0
LOC114170402,0,0,0,0,0,0
LOC114169145,0,0,0,0,0,6
LOC114169475,2,8,8,14,6,12
LOC114169474,236,256,294,246,214,251
LOC114169473,159,90,63,112,155,116
LOC114169765,480,338,489,584,438,405
LOC114170961,0,0,0,0,0,0
LOC114169605,283,283,302,445,345,445
LOC114168505,96,66,67,73,111,69
LOC114168995,78,156,141,115,112,157
LOC114169613,83,38,45,52,41,27
LOC114169629,356,320,315,580,419,373
LOC114169630,378,291,252,206,274,282
LOC114169633,7,2,11,7,7,10
LOC114169632,8,6,6,17,6,8
LOC114169631,0,0,0,0,2,2
LOC114169634,8,2,0,2,2,0
LOC114169636,19,6,4,10,8,8
LOC114169635,89,45,56,48,79,49
LOC114168423,12,10,6,13,10,22
LOC114170651,241,172,158,205,241,164
LOC114170460,1098,1294,1171,1273,1015,1456
LOC114170459,0,0,2,0,0,0
LOC114170458,11,20,18,16,18,20
LOC114168497,0,2,0,4,3,0
LOC114168613,644,539,574,754,588,658
LOC114168881,191,173,202,169,159,125
LOC114170581,1534,1371,1016,1436,1950,1770
LOC114170548,8,12,16,9,23,14
LOC114168376,101,81,60,131,85,59
LOC114168367,253,192,227,231,263,323
LOC114169560,523,376,553,678,526,703
LOC114168339,11,19,5,11,14,12
LOC114168338,34,19,17,30,36,28
LOC114168130,126,96,75,185,192,63
LOC114168936,36,27,17,18,25,24
LOC114170068,494,531,428,610,566,480
LOC114169809,91,79,67,89,111,37
LOC114169810,6,2,2,4,2,8
LOC114170601,660,655,603,585,664,627
LOC114168374,0,0,2,4,0,0
LOC114169704,5,15,13,15,17,9
LOC114169702,1779,1978,1577,2450,1640,2071
LOC114169933,2434,2032,2052,5482,4440,5126
LOC114170403,1,1,0,0,1,0
LOC114170615,0,0,0,0,0,2
LOC114169699,230,179,148,168,187,173
LOC114169698,743,701,721,991,1075,1024
LOC114170653,0,0,0,0,0,0
LOC114168636,0,0,0,0,0,0
LOC114168159,156,81,54,67,251,137
LOC114170452,0,4,5,0,0,0
LOC114170638,725,985,566,4723,2674,4192
LOC114169203,295,159,301,420,353,259
LOC114169204,96,113,55,92,81,91
LOC114169472,114,129,128,176,159,155
LOC114168539,233,272,219,235,201,250
LOC114169806,1100,1496,1368,697,888,1039
LOC114168165,75,58,97,62,77,51
LOC114168531,51,36,25,27,26,47
LOC114168337,1542,1811,1422,1183,1111,1369
LOC114168574,178,112,104,172,201,143
LOC114169764,538,548,520,619,572,663
LOC114169292,645,605,729,898,1150,1014
LOC114169334,312,209,294,430,406,399
LOC114169199,242,175,209,151,253,224
LOC114169909,30,24,26,43,37,42
LOC114169910,150,119,108,132,89,94
LOC114169037,508,316,472,532,578,571
LOC114168717,4,10,4,7,11,4
LOC114168818,1346,1351,1566,1632,1379,1408
LOC114170565,0,0,0,0,0,0
LOC114168746,8,4,0,4,6,8
LOC114168659,147,79,70,205,94,96
LOC114169877,359,203,205,158,242,182
LOC114169751,980,792,858,1187,1116,920
LOC114169778,749,545,664,802,820,586
LOC114169405,9,10,8,7,17,8
LOC114169404,2,10,2,4,11,4
LOC114168152,0,0,0,0,0,0
LOC114168413,172,121,147,108,115,85
LOC114169241,1901,1094,1208,1729,1953,1880
LOC114169242,1013,990,604,1809,862,1759
LOC114170729,0,0,0,0,0,0
LOC114169847,6,12,11,12,18,18
LOC114169853,1,4,13,2,8,4
LOC114169846,18,13,12,8,12,4
LOC114169852,0,0,1,0,4,3
LOC114169849,5,8,2,0,8,6
LOC114169851,0,0,0,0,0,0
LOC114169848,0,0,0,0,0,0
LOC114170031,99,95,60,134,116,76
LOC114170035,480,438,398,477,488,552
LOC114170034,32,32,32,28,31,40
LOC114169094,2,4,0,2,0,2
LOC114168895,18,5,24,20,30,32
LOC114170018,1343,1078,1522,1803,1577,1516
LOC114170404,0,0,0,0,0,0
LOC114170406,0,0,0,0,0,0
LOC114170024,30,29,33,28,50,35
LOC114169002,107,68,66,115,102,126
LOC114170528,19,16,26,34,66,66
LOC114170529,680,637,554,724,703,883
LOC114170647,216,179,172,225,263,206
LOC114168263,0,0,0,0,0,0
LOC114169032,2,0,0,0,0,0
LOC114169835,704,979,685,1082,754,871
TRNAS-GCU_24,0,0,0,0,0,0
LOC114168998,24,24,12,36,20,16
LOC114169184,717,630,499,764,704,837
LOC114168325,232,230,181,247,211,173
LOC114170468,240,246,260,140,166,147
LOC114168619,874,664,636,854,1261,1063
LOC114168316,158,107,118,164,159,174
LOC114170105,1,2,2,1,10,8
LOC114169718,25,24,17,8,33,23
LOC114169717,2,0,0,0,2,0
LOC114170407,8,0,4,0,6,1
LOC114169616,105,69,48,58,56,50
LOC114169615,0,0,0,0,0,0
LOC114168750,0,0,0,0,0,0
LOC114168131,76,78,42,87,92,85
LOC114168847,0,0,0,0,0,0
LOC114170106,24,16,8,23,20,9
LOC114168675,46,26,41,44,54,68
LOC114168483,59,22,24,49,28,34
LOC114169568,1945,1460,1618,1630,1755,1336
LOC114168375,0,0,0,0,0,0
LOC114168923,0,0,0,0,0,0
LOC114168584,4,2,15,20,13,10
LOC114169218,244,176,219,123,175,151
LOC114168859,18,16,23,9,2,10
LOC114169986,0,0,0,0,2,0
LOC114169369,1703,1203,1383,1676,1487,1483
LOC114170450,103,105,117,126,214,206
LOC114168328,0,0,0,0,0,0
LOC114170620,55,38,32,85,48,60
LOC114168879,2,14,5,8,10,6
LOC114169602,1097,955,835,932,851,1030
LOC114169300,12,4,12,8,6,10
LOC114170670,0,2,0,0,0,0
LOC114170408,0,0,0,2,0,0
LOC114168503,4,2,0,4,0,2
LOC114169189,9175,6781,3589,31353,10106,20259
LOC114169307,27,11,3,10,6,4
LOC114169306,18,10,2,12,4,0
LOC114169305,10,12,12,4,0,4
LOC114169676,0,0,0,0,0,0
LOC114169677,0,0,0,6,2,0
LOC114169675,0,3,0,0,0,0
LOC114169674,0,0,0,1,0,0
LOC114168754,2,0,4,4,0,2
LOC114170742,2,0,2,4,7,2
LOC114170741,0,0,0,0,0,0
LOC114168392,134,82,120,72,72,69
LOC114169349,806,727,753,786,765,718
LOC114169144,0,0,0,0,0,0
LOC114170577,0,0,0,0,0,0
LOC114168682,257,187,220,234,238,196
LOC114168696,60,29,45,55,31,52
LOC114168361,14,14,28,16,28,11
LOC114168858,347,262,308,338,342,305
LOC114169291,526,455,557,691,626,463
LOC114170015,141,140,139,155,197,163
LOC114170014,1084,1265,919,1728,908,1564
LOC114169169,226,153,160,203,212,187
TRNAT-UGU_16,0,0,0,0,0,0
TRNAT-UGU_17,0,0,0,0,0,0
LOC114170497,11,6,0,24,2,4
LOC114170498,33,14,12,27,35,20
LOC114169854,202,156,101,183,214,184
LOC114168426,336,230,263,289,350,421
LOC114168416,44,42,29,35,40,28
LOC114168415,64,55,51,46,58,54
LOC114170440,224,108,94,188,193,177
LOC114169780,2976,2747,2814,3043,2819,2077
LOC114168214,192,208,187,198,244,85
LOC114170469,0,4,0,0,2,0
LOC114169967,127,63,64,129,108,62
LOC114169787,298,221,310,297,273,224
LOC114168501,192,131,196,252,266,188
LOC114170010,44,12,15,18,48,16
LOC114168166,181,131,153,165,194,105
LOC114168201,193,147,97,165,188,202
LOC114169272,210,142,199,178,183,226
LOC114168655,128,96,109,95,119,92
LOC114168538,138,144,136,103,154,78
LOC114170001,116,134,105,171,138,155
LOC114168573,327,295,293,403,347,315
LOC114168155,367,299,327,417,413,327
LOC114169176,419,404,400,443,460,401
LOC114169282,364,327,313,331,338,268
LOC114169283,222,181,178,327,178,247
LOC114170692,0,0,0,0,0,0
LOC114170410,0,0,0,0,0,0
LOC114168825,0,0,0,0,0,0
LOC114170411,56,56,42,54,54,47
LOC114170688,46,57,50,28,32,44
LOC114170896,0,0,0,0,0,0
LOC114168136,0,0,0,0,0,0
LOC114169036,546,699,567,595,416,525
LOC114168436,2,0,0,0,0,0
LOC114168434,0,0,0,0,0,0
LOC114168435,4,4,4,12,2,2
LOC114168432,27,18,25,19,6,14
LOC114168433,0,0,0,0,0,0
LOC114168437,144,181,156,138,181,203
LOC114169335,522,358,370,627,629,344
LOC114169190,115,82,166,72,115,123
LOC114169191,34,28,8,33,57,110
LOC114168585,200,207,243,459,513,519
LOC114170412,0,0,0,0,0,0
LOC114168514,98,92,109,113,139,85
LOC114169762,36,19,2,20,29,38
LOC114170550,304,175,143,389,452,164
LOC114168391,218,139,118,242,233,200
TRNAI-AAU_49,0,0,0,0,0,0
LOC114168373,73,76,65,101,105,80
LOC114168808,128,228,140,169,133,174
LOC114170566,62,30,58,92,107,93
LOC114170413,25,12,30,22,28,23
LOC114169120,72,57,35,40,35,48
LOC114168565,259,55,100,44,86,61
LOC114169707,8,0,2,2,2,4
LOC114169708,86,279,60,42,46,132
LOC114169706,69,92,73,66,78,81
LOC114170505,4,2,0,0,4,0
LOC114168772,18,12,27,17,18,8
LOC114169593,415,307,307,417,405,279
LOC114168840,95,98,64,56,49,65
LOC114168275,90,63,108,82,108,75
LOC114168876,1158,1433,1053,2148,1524,2337
LOC114168768,1790,2434,2791,4819,4093,6092
LOC114168769,951,968,866,937,715,637
LOC114169752,287,247,301,333,356,185
LOC114168896,22,30,2,2,32,9
LOC114168954,6,2,4,2,0,4
LOC114168913,0,0,0,0,0,0
LOC114170960,0,0,0,0,0,0
LOC114169999,361,286,302,402,439,273
LOC114168298,34,31,39,56,68,46
LOC114170414,0,0,0,0,0,0
LOC114169794,102,87,122,140,120,112
LOC114168939,47,16,27,19,25,26
LOC114170071,0,0,0,0,0,0
LOC114169606,4343,4030,7707,6067,5721,6081
LOC114168664,5153,4444,6229,6665,5928,6352
LOC114169907,7,3,6,9,21,29
LOC114168680,492,512,680,685,503,599
LOC114170032,33,66,42,155,233,217
LOC114170464,0,0,0,0,0,0
LOC114170612,0,0,0,0,0,0
LOC114170611,0,0,0,0,0,0
LOC114170610,0,0,0,0,0,0
LOC114170639,0,0,0,0,0,0
LOC114170021,0,0,0,0,0,0
LOC114168947,323,313,318,414,355,315
LOC114170094,1256,882,1138,1435,1284,1330
LOC114169925,472,364,408,548,582,602
LOC114169926,904,1004,1109,1155,1097,1020
TRNAE-UUC_24,0,0,0,0,0,0
LOC114169005,20,14,16,24,10,14
LOC114169900,716,581,451,705,691,613
LOC114169826,163,119,138,181,174,137
LOC114169772,220,165,170,282,273,339
LOC114169529,432,336,252,393,448,359
LOC114169572,22,39,37,61,34,38
LOC114169571,335,355,369,382,347,462
LOC114168569,12,4,8,12,11,4
TRNAQ-CUG_11,0,0,0,0,0,0
LOC114169892,4103,3345,3235,3625,4055,4452
LOC114169170,2,8,2,2,4,0
LOC114168601,282,240,110,250,190,151
LOC114168838,4,3,0,4,4,6
LOC114168306,1,2,0,0,0,0
LOC114168307,6,12,4,9,16,7
LOC114169565,255,262,296,245,199,383
LOC114170416,0,0,0,0,0,0
LOC114169782,785,661,685,816,791,458
LOC114169308,632,616,556,693,674,609
LOC114170540,1058,1266,1071,1240,1443,1394
LOC114169086,0,8,14,15,22,11
LOC114170602,2,0,0,0,0,0
LOC114168149,0,0,0,0,0,0
LOC114168150,669,910,739,725,680,983
LOC114169693,374,367,303,271,288,303
LOC114170417,2,0,0,0,0,0
LOC114170939,0,0,0,0,0,0
LOC114168877,165,155,193,113,143,215
LOC114168568,39,23,39,52,47,83
LOC114168580,37,28,36,33,44,29
LOC114169359,0,3,2,6,0,2
LOC114169358,306,221,232,344,336,363
LOC114169626,595,410,460,481,545,561
LOC114169148,0,0,0,0,1,0
LOC114170418,0,0,0,0,0,0
LOC114169691,438,470,419,462,329,391
LOC114168615,53,31,83,45,53,48
LOC114169904,410,354,504,549,590,633
LOC114169905,930,1086,1079,1049,816,1202
LOC114170938,3,3,0,3,1,1
LOC114170511,598,613,555,624,495,558
LOC114168864,8,10,3,4,10,6
LOC114169943,138,79,112,78,70,106
LOC114169942,67,71,95,100,66,76
LOC114169295,1585,1091,1332,1712,1514,1129
LOC114168395,16,21,17,115,46,96
LOC114168593,455,401,563,525,512,632
LOC114169819,455,343,330,468,502,496
LOC114168819,2184,2711,2696,2833,2151,2061
LOC114170419,0,0,0,0,0,0
LOC114170420,0,0,0,0,0,0
LOC114168823,0,4,0,0,0,4
LOC114169673,412,245,289,383,558,310
LOC114168797,185,270,206,288,219,232
LOC114170421,0,0,0,0,0,0
TRNAP-CGG_3,0,0,0,0,0,0
LOC114169599,118,136,128,78,68,85
LOC114169601,228,183,239,321,225,216
LOC114170445,659,482,500,610,650,573
LOC114169582,1458,1139,1273,2010,1703,1073
LOC114168378,181,143,194,173,214,177
LOC114170625,146,50,80,89,42,31
LOC114168237,501,528,502,574,516,648
LOC114169331,359,325,287,326,330,337
LOC114169330,20,21,19,12,16,20
LOC114169109,36,43,46,31,48,43
LOC114169110,2,1,1,2,3,0
LOC114170422,111,124,107,136,116,80
LOC114169948,42667,58926,45147,100452,58287,81937
LOC114168815,80,69,107,64,98,75
LOC114168945,275,243,251,293,294,227
LOC114169302,183,192,158,253,280,233
LOC114169902,173,132,159,307,231,218
LOC114169903,539,706,715,859,464,477
LOC114170508,961,1023,1025,1076,941,863
LOC114168431,246,231,258,254,219,203
LOC114170560,70,39,52,85,73,52
LOC114169293,162,112,137,181,196,211
TRNAL-CAA_22,0,0,0,0,0,0
LOC114168755,342,345,361,417,355,449
LOC114169653,58,81,69,101,105,94
LOC114169654,73,64,16,118,32,45
LOC114169652,138,113,120,156,145,116
LOC114170423,20,38,6,10,39,26
LOC114169655,79,70,36,43,73,66
LOC114169657,26,27,4,14,30,14
LOC114169658,33,44,4,22,35,30
LOC114169659,6,6,4,5,22,0
LOC114169665,7,13,0,12,18,6
LOC114169656,39,58,2,8,52,27
LOC114169664,8,10,2,3,26,11
LOC114169667,7,12,0,3,1,1
LOC114169663,7,9,1,0,5,5
LOC114169660,16,13,4,4,31,14
LOC114169661,30,34,4,4,34,25
LOC114169520,8,6,6,2,8,10
LOC114169521,20,21,6,6,29,15
LOC114169519,14,10,0,0,10,2
LOC114169517,4,4,0,2,2,14
LOC114169522,1,2,0,0,1,1
LOC114169518,0,2,0,0,6,0
LOC114169515,819,984,737,1057,898,887
LOC114170470,249,201,209,264,222,165
LOC114168643,125,106,104,139,126,52
LOC114168946,49,40,22,37,47,35
LOC114169868,634,379,411,626,1027,973
LOC114169867,64,38,65,92,98,112
LOC114169651,460,374,402,440,424,433
LOC114170493,39,19,18,48,66,46
LOC114169544,1402,1227,1448,1966,1335,1612
LOC114169543,245,200,203,220,201,128
LOC114169107,0,0,0,0,0,0
LOC114169354,1013,674,983,1413,1186,1028
LOC114169720,481,303,386,562,523,561
LOC114169897,1756,1756,1869,2541,1746,2124
LOC114168245,155,98,119,137,111,161
LOC114169391,0,0,0,2,0,0
LOC114169392,175,114,116,204,165,168
LOC114169343,337,251,251,384,268,361
LOC114168644,245,188,163,154,221,232
LOC114169687,146,117,124,175,162,143
LOC114168630,66,76,43,82,73,57
TRNAE-CUC_22,0,0,0,0,0,0
LOC114169477,675,423,394,275,251,348
TRNAE-CUC_23,0,0,0,0,0,0
TRNAE-CUC_24,0,0,0,0,0,0
LOC114168261,6,10,0,4,6,17
LOC114168253,58,54,57,101,71,55
LOC114168547,10,9,0,4,10,3
LOC114168223,561,437,364,564,593,393
LOC114170746,19,17,2,13,17,25
LOC114170745,34,26,35,53,65,46
LOC114168828,6,6,6,7,2,4
LOC114169908,619,525,627,722,726,685
LOC114169618,726,650,691,759,646,777
LOC114169681,754,654,597,556,662,375
LOC114170740,0,0,0,2,0,0
LOC114168403,4,4,1,2,1,8
LOC114168402,262,198,83,306,355,283
LOC114169360,862,544,559,744,754,728
LOC114170424,0,0,2,0,0,0
LOC114168653,116,114,118,128,132,103
LOC114169566,414,324,253,399,460,347
LOC114169164,50,62,81,95,120,109
LOC114169165,144,124,95,141,130,81
LOC114169118,2830,4112,3809,5076,3504,3374
LOC114169117,279,244,212,295,332,301
LOC114168120,222,160,186,231,221,171
LOC114169776,404,311,345,359,319,369
LOC114168297,1609,1722,1802,1867,1614,1946
LOC114168912,0,7,14,10,12,14
LOC114170660,2,4,4,16,4,2
LOC114169185,150,136,99,169,77,155
LOC114169523,519,483,455,715,566,524
LOC114169353,354,314,333,369,393,332
LOC114168231,511,421,494,513,425,401
LOC114168807,58,44,39,67,40,50
LOC114169052,991,1115,1153,1224,745,871
LOC114169259,310,278,299,303,321,277
LOC114168206,52,27,46,48,36,46
LOC114168666,43,50,47,59,45,37
LOC114169116,1088,1070,1124,1450,1284,1114
LOC114169822,293,249,212,239,262,226
LOC114169841,101,86,106,124,144,106
LOC114168377,393,243,298,459,480,313
LOC114169244,565,475,504,511,514,437
LOC114169649,1322,1285,1325,1261,1021,1251
LOC114170425,0,0,0,0,0,0
LOC114169731,111,90,80,165,178,154
LOC114169730,2,2,0,0,0,2
LOC114169249,4,3,0,0,4,2
LOC114169251,0,0,0,0,0,0
LOC114169253,0,0,0,0,0,0
LOC114169254,4,6,4,0,1,0
LOC114169250,2,0,4,10,8,6
LOC114169255,4,6,4,8,2,2
LOC114169252,0,0,0,0,0,0
LOC114169248,2,0,0,0,0,4
LOC114168524,1673,2143,1639,2516,1506,2020
LOC114168366,235,270,252,210,235,271
LOC114169830,0,0,0,0,0,0
LOC114169828,355,199,284,407,429,336
LOC114168598,149,156,149,152,114,172
LOC114170709,0,0,7,10,8,12
LOC114169444,348,267,246,314,406,438
LOC114169443,16,22,6,23,14,16
LOC114170583,0,0,0,0,0,0
LOC114170426,0,0,0,0,0,0
LOC114168372,0,0,0,0,0,0
LOC114168919,18,8,16,10,6,30
LOC114168457,5,4,3,8,8,2
LOC114169876,12,10,4,0,12,5
LOC114169875,434,447,400,384,368,437
LOC114168901,4,5,10,16,9,14
LOC114168917,128,179,288,220,223,253
LOC114169122,0,1,0,1,0,0
LOC114168129,0,0,0,0,0,0
LOC114169010,2,6,11,12,12,3
LOC114170634,790,657,626,783,859,938
LOC114168141,2,2,1,0,0,2
LOC114168219,1429,1652,1416,2257,1315,2048
LOC114168398,126,104,140,176,132,154
LOC114169805,227,207,171,217,255,252
LOC114168533,290,315,347,293,313,248
LOC114169824,16,9,24,46,21,54
LOC114170926,0,0,0,0,0,0
LOC114169823,44,54,34,53,53,33
LOC114168523,101,87,79,126,83,124
LOC114169524,6004,4281,3862,7428,5691,6131
LOC114168941,256,142,209,238,218,154
LOC114168747,3300,739,57,2615,563,84
LOC114168464,535,686,670,753,720,655
LOC114168706,11,13,12,10,11,16
LOC114168709,271,259,249,322,332,366
LOC114168707,331,252,284,343,334,270
LOC114168705,0,0,0,2,0,2
LOC114169288,46,48,48,76,64,79
LOC114169286,11,4,0,0,1,4
LOC114169285,553,430,499,766,742,659
LOC114169287,249,274,344,469,411,423
LOC114169768,166,161,141,191,175,214
LOC114169983,71,59,15,26,128,54
LOC114170685,1176,1451,1413,1621,1570,2147
LOC114168714,23,30,38,12,14,28
LOC114170607,6,9,40,38,35,46
LOC114170427,0,0,2,0,1,0
LOC114168143,12,15,0,0,4,4
LOC114170733,97,30,25,138,108,85
LOC114168448,384,250,518,306,374,413
LOC114170539,385,247,404,376,487,417
LOC114170538,1003,779,1357,1545,1543,1181
LOC114170477,22,62,36,34,38,33
LOC114170004,1766,1374,1659,2188,1950,1871
LOC114168745,458,360,415,518,543,427
LOC114170077,332,227,237,238,332,202
LOC114168455,458,285,284,401,508,305
LOC114168424,137,126,136,108,94,75
LOC114168937,0,0,0,0,0,0
LOC114169688,428,284,367,520,527,310
LOC114169889,4,9,2,4,4,8
LOC114169887,14,30,17,18,28,32
LOC114169485,304,178,173,265,248,265
LOC114168572,542,650,548,530,422,488
LOC114168779,307,274,274,328,368,327
LOC114169092,4,4,8,10,6,349
LOC114170502,0,0,0,0,0,0
LOC114170683,87,72,89,99,103,77
LOC114169464,2,2,4,6,11,4
LOC114169463,328,330,336,361,464,361
LOC114169951,226,164,146,161,208,179
LOC114169281,527,470,479,473,429,453
LOC114170716,231,238,271,389,251,235
LOC114168133,915,946,839,1112,878,884
LOC114168480,870,552,577,972,1008,710
LOC114169538,0,0,2,0,1,1
LOC114169537,2,1,1,4,2,1
LOC114169539,10,2,6,9,4,3
LOC114169896,173,205,162,188,162,186
LOC114169695,592,465,589,621,566,529
LOC114168134,377,185,250,274,266,277
LOC114168801,51,62,78,102,77,87
LOC114168898,11,4,14,8,8,8
LOC114168537,6,6,6,6,2,10
LOC114168518,31,46,33,52,33,35
LOC114168517,38,43,48,40,42,32
LOC114168519,112,64,86,70,91,58
LOC114169028,45,38,60,57,44,68
LOC114168829,78,71,90,85,51,59
LOC114169161,1518,1247,1811,1340,1298,1120
LOC114168313,499,447,549,630,454,608
LOC114168704,46,36,56,35,45,15
LOC114168308,123,111,115,115,142,140
LOC114169784,163,148,163,166,224,163
LOC114170711,0,2,0,2,0,2
LOC114170104,342,379,305,321,367,356
LOC114170103,2,0,0,4,2,2
LOC114168452,178,153,153,167,204,121
LOC114169388,801,663,721,758,737,498
LOC114169643,482,453,510,618,643,571
LOC114170699,1174,1087,1524,1246,1284,1219
LOC114169697,173,159,225,303,302,377
LOC114168310,115,88,92,107,127,111
LOC114170055,0,0,0,0,2,8
LOC114168419,491,422,523,572,484,571
LOC114170494,2,0,0,0,2,0
LOC114169301,34,17,16,18,28,42
LOC114168428,98,86,74,82,77,93
LOC114170656,0,0,0,0,0,0
LOC114170545,118,135,135,150,89,101
LOC114170544,2,2,6,5,3,6
LOC114170524,0,0,0,0,0,0
LOC114168663,47,39,35,35,62,48
LOC114168670,0,0,0,0,0,0
LOC114168669,228,203,236,305,198,357
LOC114168822,70,58,81,66,72,78
LOC114168552,165,168,166,283,173,168
LOC114170009,142,134,125,175,184,168
LOC114170568,966,653,1069,1226,687,640
LOC114168360,120,85,116,90,79,100
LOC114170630,1103,1202,1295,1541,1580,1518
LOC114169645,166,118,139,123,181,93
LOC114169644,222,255,289,227,207,245
LOC114168396,230,214,167,291,289,258
LOC114169680,773,755,712,847,721,422
LOC114169679,219,106,146,143,158,156
LOC114169861,610,422,512,667,691,542
LOC114169883,260,174,199,192,235,131
LOC114168673,13,12,10,4,8,8
LOC114170025,8,10,14,1,14,0
LOC114170964,0,4,0,2,0,0
LOC114169929,217,125,175,169,165,102
LOC114168830,0,2,12,30,17,10
LOC114170609,2,0,2,0,0,0
LOC114169034,4,4,10,22,14,6
