,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114163140,389,622,541,579,441,418
LOC114162845,18,46,14,24,24,20
LOC114195887,382,515,463,414,532,784
LOC114162256,114,113,165,175,147,152
LOC114163834,134,146,164,134,145,201
LOC114162325,10,13,8,4,20,20
LOC114164334,53,57,52,66,72,92
LOC114162287,12,0,2,0,0,2
LOC114162763,34,68,32,49,36,23
LOC114162729,0,0,0,0,4,0
LOC114196141,12,26,10,18,23,12
LOC114163839,364,662,492,524,582,573
LOC114164649,0,0,0,0,0,4
TRNAI-AAU_40,0,0,0,0,0,0
TRNAI-AAU_41,0,0,0,0,0,0
TRNAI-AAU_42,0,0,0,0,0,0
TRNAI-AAU_43,0,0,0,0,0,0
TRNAI-AAU_44,0,0,0,0,0,0
TRNAI-AAU_45,0,0,0,0,0,0
LOC114164494,2,0,0,0,2,1
LOC114196316,118,197,145,137,236,230
LOC114163872,717,852,749,750,809,875
LOC114195852,34,38,34,54,49,98
LOC114196175,23,30,10,13,36,47
LOC114162824,0,0,2,2,2,2
LOC114164799,36,32,53,56,43,89
LOC114164814,16,40,30,40,20,22
LOC114164686,2,2,0,0,4,0
LOC114195902,0,0,0,0,0,0
LOC114163288,199,238,279,219,211,303
LOC114196143,206,294,197,203,309,234
LOC114162290,0,6,8,0,4,6
LOC114196309,60,38,58,45,67,139
LOC114163629,0,0,0,0,0,0
LOC114162658,55,84,67,96,89,64
LOC114196054,61,77,89,84,79,110
LOC114163944,4271,6845,4412,4109,4256,4332
LOC114163320,622,970,1046,996,1021,1050
LOC114164040,208,286,207,216,222,351
LOC114162269,2,6,4,10,0,6
LOC114196079,61,27,83,87,75,92
LOC114164008,130,144,125,124,141,163
LOC114164821,0,0,0,0,0,1
LOC114163838,25,34,35,21,33,48
LOC114163837,89,115,107,133,114,139
LOC114163836,505,702,443,479,499,592
LOC114196330,89,93,107,106,158,131
LOC114195982,24,54,52,42,82,70
LOC114164065,2206,3226,2510,2178,2539,2656
LOC114162752,81,105,86,98,89,131
LOC114162553,8,6,2,2,4,14
LOC114163630,0,0,0,0,0,0
LOC114162473,2,0,0,0,0,12
LOC114163631,0,0,0,0,0,0
LOC114164409,75,235,146,99,170,106
LOC114196313,151,179,83,136,121,171
LOC114163253,79,117,74,112,91,99
LOC114162871,0,2,2,4,2,2
LOC114163765,185,269,173,214,230,217
LOC114164192,171,200,186,188,238,325
LOC114163789,873,1279,881,1132,1314,1688
LOC114162268,0,0,0,0,0,0
LOC114162511,6,2,5,0,0,0
LOC114162512,16,19,13,11,11,20
LOC114164233,25,57,30,58,35,56
TRNAW-CCA_15,0,0,0,0,0,0
LOC114163184,64,88,96,36,66,60
LOC114162928,8026,8503,10099,5962,9173,9697
LOC114163280,140,140,120,131,151,206
LOC114196280,224,176,127,146,420,645
LOC114163033,92,96,56,70,47,98
LOC114163032,12,33,25,14,29,41
LOC114195995,0,0,0,0,2,0
LOC114196228,659,954,1119,1046,852,761
LOC114162209,165,150,121,140,193,389
LOC114164459,163,215,179,198,227,281
LOC114196068,899,1567,806,2173,2444,1860
LOC114164131,139,175,183,188,205,179
LOC114163632,0,0,0,0,0,0
LOC114163633,0,0,0,0,0,0
LOC114162701,75,61,64,47,42,53
LOC114196199,83,106,79,97,122,179
LOC114163637,0,0,0,0,0,0
LOC114164495,5,9,20,14,14,19
LOC114164496,16,17,16,12,7,26
LOC114162105,2,4,10,7,2,2
LOC114162106,122,236,251,169,221,246
LOC114162951,10,7,2,14,22,25
LOC114164744,192,103,98,128,132,176
LOC114163638,0,0,0,0,0,0
LOC114163150,664,1161,1245,1034,1171,1137
LOC114163151,0,0,0,0,2,0
LOC114164312,133,173,182,154,153,184
LOC114164419,6,6,3,5,2,7
LOC114164207,414,835,682,571,829,715
LOC114164695,199,421,185,171,334,335
LOC114162969,216,208,368,325,285,279
LOC114163187,107,108,109,97,153,193
LOC114163188,140,101,96,143,158,220
LOC114162996,2,0,0,0,0,0
LOC114163284,149,223,164,165,234,288
LOC114162266,14,18,16,23,16,25
LOC114163639,0,0,0,0,0,0
LOC114164869,0,0,0,0,2,0
LOC114164593,0,0,0,0,0,0
LOC114164706,4,4,3,13,12,16
LOC114195855,80,101,107,115,115,100
LOC114163075,100,144,131,113,167,239
LOC114163073,110,158,119,137,114,220
LOC114162458,2,1,8,4,2,2
LOC114162459,18,48,27,41,50,34
LOC114163909,3,1,6,7,2,2
LOC114163910,4,2,4,26,8,6
LOC114163640,0,0,0,0,0,0
LOC114163914,0,0,0,0,0,0
LOC114163912,0,0,0,0,0,0
LOC114163915,0,0,0,0,0,0
LOC114163911,81,176,139,109,162,213
LOC114163261,353,508,350,395,393,547
LOC114164284,359,373,529,397,476,464
LOC114164011,56,76,89,74,66,126
LOC114164308,158,191,187,228,186,247
LOC114164582,636,1136,300,426,749,877
LOC114164101,175,188,162,107,140,157
LOC114162556,592,1174,813,540,570,377
LOC114164595,291,372,273,254,373,553
LOC114164631,29,35,41,52,55,87
LOC114164632,0,2,4,1,4,7
LOC114162880,452,535,436,529,500,859
LOC114164075,0,2,0,0,0,3
LOC114195909,15,13,13,9,10,31
LOC114163643,2,2,2,0,0,3
LOC114164558,0,0,0,0,0,0
LOC114196030,279,275,240,293,395,558
LOC114163859,97,96,111,126,102,133
LOC114196094,238,213,185,225,310,395
LOC114195866,128,110,151,125,162,257
LOC114164630,2,0,0,2,2,0
LOC114164389,0,2,0,0,0,0
LOC114163198,100,163,158,135,136,150
LOC114164633,23,42,30,27,64,54
LOC114196320,332,427,349,392,395,389
LOC114164268,0,0,0,0,0,0
LOC114164270,299,267,265,313,369,571
LOC114164267,29,43,43,36,38,49
LOC114163645,0,0,0,1,2,0
LOC114164269,342,370,254,387,391,562
LOC114163646,0,0,0,0,0,0
LOC114163648,2,0,0,0,0,0
LOC114164317,1322,1586,1666,1274,1647,2271
LOC114163649,0,0,2,0,0,0
LOC114196010,75,97,65,76,100,116
LOC114196343,16,41,28,18,14,28
LOC114196288,235,344,335,272,359,322
LOC114162138,8,18,20,15,8,21
LOC114163269,163,262,221,144,217,199
LOC114196072,947,798,444,816,621,543
LOC114196148,23,36,32,41,48,51
LOC114164720,46,83,48,76,86,105
LOC114163651,0,0,0,0,0,0
LOC114163652,0,0,0,0,0,0
LOC114163170,9222,15622,15329,13202,11679,8514
LOC114163171,0,0,2,2,0,0
LOC114196247,793,603,652,922,1177,1752
LOC114163059,120,150,135,99,168,210
LOC114164586,282,408,344,388,411,534
LOC114163793,250,296,222,242,326,496
LOC114163792,154,147,138,141,160,218
LOC114196002,33,86,71,100,55,96
LOC114162404,0,0,8,0,0,0
LOC114162405,4,2,10,12,0,14
LOC114162948,51,162,72,79,132,242
LOC114164850,20,14,17,20,14,14
LOC114162642,6,2,10,8,4,6
LOC114196043,0,0,0,0,0,0
LOC114196234,21,44,46,64,62,36
LOC114196236,47,34,40,90,58,133
LOC114196233,18,14,18,16,22,34
LOC114196235,2,4,8,4,0,0
LOC114163654,0,0,0,0,0,0
LOC114162526,91,116,82,122,120,152
LOC114164635,0,0,0,0,0,0
LOC114162592,675,726,571,605,681,736
LOC114163895,41,74,50,56,56,78
LOC114162094,90,120,80,82,136,109
LOC114163657,0,0,0,0,0,0
LOC114163658,0,0,0,0,0,0
LOC114196285,19,22,24,19,26,32
LOC114162695,85,144,154,209,183,105
TRNAL-UAG_17,0,0,0,0,0,0
LOC114162694,233,274,301,231,218,171
LOC114162696,340,350,320,461,526,848
LOC114163659,0,0,0,0,0,0
LOC114164574,109,118,87,107,123,208
LOC114164702,0,0,0,0,0,0
LOC114162167,8,32,18,22,19,26
LOC114162581,266,427,292,335,371,467
LOC114196256,2067,2061,2304,2283,2549,3251
LOC114196258,536,480,417,571,807,1080
LOC114196255,563,783,710,1019,799,709
LOC114164067,87,74,74,68,85,139
LOC114195912,108,238,274,267,260,277
LOC114164508,18,15,15,16,12,18
LOC114164509,1062,760,881,1371,599,562
LOC114163754,236,296,222,227,306,468
LOC114196195,112,259,221,196,229,168
LOC114162617,22,47,17,29,23,26
LOC114162619,348,448,483,484,476,526
LOC114162859,3,10,15,17,4,10
LOC114162858,5,10,10,12,6,8
LOC114162857,61,139,48,99,63,75
LOC114163335,180,267,118,209,210,295
LOC114163024,0,0,0,0,0,0
TRNAI-AAU_46,0,0,0,0,0,0
LOC114163762,36,55,46,60,49,80
LOC114162212,167,208,200,221,266,339
LOC114164784,10,12,9,6,12,16
LOC114163660,0,0,0,0,0,0
LOC114163661,0,0,0,0,0,0
LOC114163811,108,263,180,196,150,181
LOC114164182,40,71,61,57,65,73
LOC114164130,28,69,64,47,70,97
TRNAW-CCA_16,0,0,0,0,0,0
TRNAW-CCA_17,0,0,0,0,0,0
LOC114163868,38,64,41,49,39,64
LOC114162574,1403,1141,832,962,666,660
LOC114164154,141,270,222,218,285,375
LOC114163984,470,655,463,469,576,778
LOC114162364,1063,1378,1443,1292,1081,873
LOC114162395,176,205,184,232,194,282
LOC114164301,90,78,69,93,78,126
LOC114162242,55,71,53,72,53,91
LOC114163798,84,180,124,120,185,154
LOC114196182,59,83,79,67,79,120
LOC114164648,2,0,2,0,0,3
LOC114196283,16,33,17,28,16,34
LOC114163812,138,245,326,236,280,224
LOC114164501,169,261,253,207,210,329
LOC114164837,46,60,32,70,76,108
LOC114164096,103,140,76,83,86,144
LOC114196186,71,117,125,87,75,104
LOC114195872,39,61,70,75,78,74
LOC114163922,222,289,201,207,275,312
LOC114164221,122,208,177,127,158,163
LOC114163797,274,219,187,237,228,369
LOC114195937,75,62,35,74,52,95
LOC114162883,265,400,325,294,303,293
LOC114163189,316,434,367,328,459,494
LOC114163815,11,14,4,18,10,22
LOC114196315,24,39,18,26,34,51
TRNAA-CGC_8,0,0,0,0,0,0
LOC114196133,35,62,46,56,66,67
LOC114164866,143,194,132,139,207,300
LOC114164124,1,12,2,2,10,10
LOC114163196,194,248,205,227,227,255
LOC114163801,735,1578,868,2117,2328,1129
LOC114164043,41,98,70,67,81,89
LOC114163665,50,77,104,100,106,89
LOC114195841,445,635,456,477,480,580
LOC114164521,153,214,243,208,241,309
LOC114163123,1187,1404,730,553,1591,2026
LOC114163980,2,6,6,0,12,4
LOC114164437,68,48,48,51,52,100
LOC114163174,54,99,90,67,89,109
LOC114196267,40,67,76,76,64,84
LOC114196197,51,64,48,28,80,77
LOC114164002,14,15,9,26,29,24
LOC114164004,0,0,2,0,0,0
LOC114163666,0,0,0,0,0,0
LOC114163667,0,0,0,0,0,0
LOC114164856,125,108,63,107,90,119
LOC114163076,211,336,317,290,356,434
LOC114164348,101,168,136,153,143,209
LOC114162876,221,362,318,260,343,423
LOC114162488,14,10,6,6,12,12
LOC114162489,0,0,0,0,0,0
LOC114163121,704,1543,871,1562,1236,886
LOC114163145,385,580,564,526,591,620
LOC114163146,0,0,0,0,0,0
LOC114162130,634,818,536,718,753,590
LOC114196259,1432,1961,1993,1490,1380,1360
LOC114162400,10,2,2,2,2,19
LOC114162401,0,0,0,0,0,0
LOC114162373,2,3,7,4,4,4
LOC114164826,0,0,0,0,0,0
LOC114162157,8,8,2,2,6,13
LOC114163067,1197,1796,1407,1255,1913,2133
LOC114196067,299,300,206,334,303,440
LOC114196066,17,34,78,40,28,46
LOC114163312,158,240,196,166,197,235
LOC114162295,0,0,0,0,0,1
LOC114163858,68,71,56,75,119,183
LOC114163857,53,56,49,64,63,122
LOC114196214,28,28,39,36,44,52
LOC114162832,2,2,4,2,10,13
LOC114164415,6,2,4,6,6,4
LOC114162241,36,129,48,61,57,67
LOC114162650,357,399,288,370,218,194
LOC114162316,59,123,87,86,129,120
LOC114163668,0,0,0,0,0,0
LOC114162245,298,815,456,522,822,968
LOC114162848,19,2,16,12,16,2
LOC114164332,137,245,224,246,265,360
LOC114195856,0,0,0,0,0,0
LOC114162614,161,178,981,698,512,490
LOC114196229,75,83,81,65,54,121
LOC114162652,22,20,38,37,43,23
LOC114162653,0,0,0,0,0,0
LOC114196263,26,18,22,23,15,12
LOC114164576,0,4,4,6,6,7
LOC114163116,628,742,565,623,705,778
LOC114163669,0,0,0,0,0,0
LOC114164674,1762,2423,2245,2167,2375,1880
LOC114164673,12,11,8,12,14,11
LOC114162363,14,12,9,10,12,18
LOC114164854,0,0,0,0,0,0
LOC114164604,0,0,0,0,0,0
LOC114163841,386,661,436,416,479,496
LOC114163843,3222,5893,4362,4046,4195,3566
LOC114163362,40,76,26,48,61,38
LOC114162527,20,38,18,14,15,24
LOC114162484,12,6,6,6,4,4
LOC114162224,4,6,0,8,6,26
LOC114164694,0,0,0,0,0,0
TRNAQ-UUG_13,0,0,0,0,0,0
LOC114163764,584,1447,806,806,1121,830
LOC114164168,133,301,172,183,156,124
LOC114163670,0,0,0,0,0,0
LOC114164677,15,15,2,8,8,12
LOC114164083,84,109,130,102,112,107
LOC114162851,2,2,2,2,6,0
LOC114162409,0,2,0,0,0,0
LOC114196312,12,6,20,20,18,31
LOC114164628,59,154,129,103,138,132
LOC114163098,234,328,290,278,289,368
LOC114162819,614,677,941,776,642,442
LOC114163207,64,86,69,77,62,78
LOC114164676,0,0,0,0,0,0
LOC114162985,8,8,3,6,5,3
LOC114162571,0,9,2,2,0,4
LOC114162142,8,10,7,15,11,44
LOC114162144,0,0,0,0,0,0
LOC114162143,27,13,17,33,20,40
LOC114163672,6,31,19,16,14,32
LOC114195985,0,0,0,0,0,0
LOC114164306,0,0,0,0,0,0
LOC114164615,0,0,0,0,0,0
LOC114164805,0,0,0,0,0,0
LOC114164804,0,0,0,0,0,0
LOC114195889,0,0,0,0,0,0
LOC114163243,102,171,111,117,118,140
LOC114195990,34,53,28,40,62,94
LOC114162813,8,18,6,6,14,36
LOC114164681,226,287,243,318,321,334
LOC114163847,1714,3429,2402,1927,2198,2644
LOC114163846,108,173,136,112,117,97
LOC114196124,170,188,287,156,185,220
LOC114163848,283,348,308,288,336,283
LOC114162970,0,0,0,0,0,0
LOC114162177,83,64,124,135,116,123
LOC114163901,130,152,153,136,164,225
LOC114163925,127,135,94,86,107,147
LOC114163926,146,256,147,202,229,240
TRNAA-AGC_19,0,0,0,0,0,0
LOC114163107,220,264,224,251,272,294
LOC114162151,132,165,173,155,255,331
LOC114164201,48,74,67,63,77,77
LOC114163391,380,499,566,474,463,533
LOC114164603,24,53,40,69,91,107
LOC114164136,168,192,142,185,141,259
LOC114163279,1139,1338,936,939,1119,1183
LOC114162421,4,2,2,0,2,0
LOC114162174,44,76,41,75,125,240
LOC114164427,2,0,0,2,2,4
LOC114162122,0,0,0,4,0,0
LOC114162451,30,33,31,43,39,53
LOC114162893,378,452,573,433,475,462
LOC114162784,120,143,103,162,176,161
LOC114162783,16,11,31,33,27,13
LOC114196287,21,18,17,8,14,21
LOC114196006,199,382,386,289,391,344
LOC114164568,0,0,0,0,0,0
LOC114164273,95,64,58,54,82,84
LOC114163353,2526,1429,1334,1668,1182,1248
LOC114162524,38,16,32,12,14,10
LOC114163780,165,143,122,143,309,631
LOC114163871,16,28,20,18,8,12
LOC114164188,588,501,401,369,404,741
LOC114162343,0,0,0,0,39,22
LOC114164646,0,0,0,0,0,0
LOC114196333,23,19,18,20,36,46
LOC114164500,8,8,16,8,8,11
LOC114195981,46,45,21,39,22,79
LOC114196314,49,82,77,91,119,227
LOC114163399,937,1608,1405,814,1197,1757
LOC114164517,0,1,2,0,0,2
LOC114196018,0,0,0,0,0,0
LOC114195988,8,4,2,6,2,3
LOC114164636,0,0,0,1,0,0
LOC114164541,0,0,0,0,0,0
LOC114162150,190,217,224,213,220,258
LOC114196145,54,86,36,63,81,86
LOC114162437,4,6,6,2,6,2
LOC114196000,19516,18343,17225,15613,15373,13311
LOC114196203,42,58,49,47,49,122
LOC114162465,13,8,18,4,14,10
LOC114196114,0,0,0,0,2,4
LOC114163271,105,200,122,100,140,260
LOC114162775,0,6,0,0,2,2
LOC114163674,0,0,0,0,0,0
LOC114163118,182,248,210,188,264,260
LOC114195994,2,2,2,10,0,6
LOC114196237,98,106,130,87,158,174
LOC114164467,174,179,210,149,231,216
LOC114196095,265,667,414,284,776,734
LOC114164240,2,12,3,8,7,9
LOC114164241,0,0,0,0,0,0
LOC114164239,43,90,63,79,102,168
LOC114164841,30,194,28,50,143,117
LOC114164077,84,96,101,98,110,134
LOC114163803,78,91,62,101,93,123
LOC114162162,104,166,89,94,108,82
LOC114164518,161,212,186,186,204,265
LOC114162344,0,0,0,0,0,0
LOC114163992,202,247,222,244,309,417
LOC114163991,7,28,26,20,20,17
LOC114164575,85,142,129,143,142,158
LOC114164181,244,302,203,168,285,524
LOC114162587,4,3,9,4,4,10
LOC114162655,1,20,9,11,14,9
LOC114163153,189,199,129,144,205,205
LOC114164729,0,0,0,0,0,0
LOC114163675,13,10,13,12,11,7
LOC114163264,30,36,35,27,37,28
LOC114163265,431,590,356,397,318,342
LOC114163343,163,316,242,251,275,270
LOC114162356,1032,1255,1251,1085,1243,992
LOC114163676,0,0,0,0,0,0
LOC114163677,0,0,0,0,0,0
LOC114163678,0,0,0,0,0,0
LOC114163680,0,0,0,0,0,0
LOC114195943,44,30,30,52,48,107
LOC114196169,164,311,262,272,319,314
LOC114163772,8,17,20,22,20,26
LOC114163773,16,28,20,28,26,28
LOC114164023,70,100,58,86,159,160
LOC114162519,53,68,47,72,95,71
LOC114162520,131,141,118,137,129,204
LOC114163165,174,238,157,160,228,193
LOC114163681,0,0,0,0,0,0
LOC114163867,175,244,209,161,249,158
LOC114162503,981,720,841,683,539,660
LOC114164208,1935,4870,5897,1711,6904,1834
LOC114164048,67,111,99,89,99,201
LOC114163058,218,254,228,262,233,270
LOC114164309,551,721,510,700,652,725
LOC114162636,0,0,2,0,0,2
LOC114163800,94,115,102,92,120,119
LOC114164487,124,183,162,113,154,209
LOC114195893,0,14,0,0,0,0
LOC114195891,26,40,29,50,30,15
LOC114163682,0,0,0,0,0,0
LOC114163683,0,0,0,0,0,0
LOC114196044,332,419,345,377,406,489
LOC114163192,238,353,218,192,129,137
LOC114163193,14,13,21,9,8,9
LOC114164412,4,0,2,4,4,12
TRNAW-CCA_18,0,0,0,0,0,0
LOC114195895,96,140,114,115,143,136
LOC114162190,579,1021,1063,834,929,848
LOC114196074,57,87,88,79,106,86
LOC114164373,0,0,0,2,0,1
LOC114163833,118,254,141,125,247,369
LOC114164818,89,107,52,99,48,116
LOC114164149,134,157,148,134,161,156
LOC114163334,401,431,518,379,433,444
LOC114162383,0,0,0,0,0,0
LOC114164712,0,0,0,0,0,0
LOC114195951,0,0,0,0,0,0
LOC114162534,378,793,980,747,627,464
LOC114162796,10,6,6,6,6,4
LOC114195886,0,0,0,0,0,0
LOC114163684,0,0,0,0,0,0
LOC114195901,0,0,0,0,0,0
LOC114163685,0,0,0,0,0,0
LOC114163686,0,0,0,0,0,0
LOC114162135,0,0,0,0,0,0
LOC114196164,267,380,292,332,350,354
LOC114163960,232,323,258,138,229,309
LOC114163961,0,0,0,0,0,0
LOC114163687,0,0,0,0,0,0
LOC114196192,111,122,112,120,117,149
LOC114162879,3899,4979,3393,2796,4187,3939
LOC114196202,129,162,251,194,124,180
LOC114163951,108,140,152,71,137,172
LOC114164746,0,2,2,2,4,2
LOC114164747,35,30,71,52,38,21
LOC114162962,62,80,121,73,83,84
LOC114163351,26,24,12,16,14,36
LOC114162169,0,0,0,0,0,0
LOC114164663,0,0,0,0,0,0
LOC114162304,1491,2809,3200,1849,1867,2065
LOC114162171,0,0,0,0,0,0
LOC114162313,0,0,0,0,0,0
LOC114164733,0,0,0,0,0,0
LOC114163069,2559,4440,3138,4328,4050,4046
LOC114195987,0,0,0,0,0,0
LOC114162250,10,2,8,7,8,10
LOC114164618,4,10,0,10,14,11
LOC114162609,117,149,112,170,163,197
LOC114163865,598,859,741,719,904,859
LOC114162408,6,20,0,12,10,13
LOC114162317,169,194,172,178,193,223
TRNAK-CUU_32,0,0,0,0,0,0
TRNAK-UUU_31,0,0,0,0,0,0
LOC114164172,260,382,378,277,314,371
LOC114163689,0,0,0,0,0,0
LOC114164843,0,0,0,2,0,0
LOC114162181,0,0,0,0,0,0
LOC114196101,10,14,31,26,26,37
LOC114163690,0,0,0,0,0,0
LOC114162944,4,6,17,8,18,40
LOC114164820,47,54,38,38,72,109
LOC114164505,5,4,6,4,6,14
LOC114162803,0,0,0,0,0,0
LOC114163218,345,579,303,518,623,702
LOC114196024,53,48,105,82,71,106
LOC114196023,240,346,291,327,389,448
LOC114163788,105,132,133,121,126,119
LOC114163148,91,300,87,113,214,135
LOC114196151,119,64,93,100,83,167
TRNAY-GUA_13,0,0,0,0,0,0
TRNAY-GUA_14,0,0,0,0,0,0
TRNAY-GUA_15,0,0,0,0,0,0
LOC114163455,207,336,203,245,226,316
LOC114162262,27,44,32,16,18,14
LOC114164397,4,6,4,6,12,9
LOC114163987,219,218,389,303,240,228
LOC114195946,2,0,2,4,0,2
LOC114162223,153,219,137,133,163,151
LOC114163755,1394,1817,1328,1390,2047,2629
LOC114162191,79,212,162,148,130,148
LOC114162152,361,268,347,292,267,339
LOC114162912,2,2,0,0,5,3
LOC114162476,14,4,4,8,6,64
LOC114162299,75,83,68,96,102,144
LOC114164313,88,84,75,88,81,119
LOC114162289,141,210,227,238,218,251
LOC114162615,2,0,4,0,2,0
LOC114163691,0,0,0,0,0,0
LOC114162674,25,19,48,25,20,34
LOC114196071,1379,2057,1723,1526,1392,1312
LOC114164226,0,4,2,0,4,5
LOC114162666,0,0,0,0,0,0
LOC114196081,6,2,0,14,6,2
LOC114196022,68,125,125,87,102,234
LOC114196177,931,1442,1080,999,1466,1701
LOC114196178,6,8,19,16,21,41
LOC114162563,0,0,2,4,2,0
LOC114162435,71,143,110,72,128,91
LOC114162974,148,246,217,229,266,244
LOC114164047,89,68,65,78,83,89
LOC114164019,124,222,210,190,198,189
LOC114164351,57,93,73,95,110,104
LOC114196045,0,0,0,0,0,0
LOC114164491,1301,1566,879,1112,1438,1449
LOC114163692,2,0,0,2,2,0
LOC114196223,110,138,78,97,101,215
LOC114162240,165,166,152,195,227,243
LOC114164156,588,826,591,611,677,735
LOC114164157,340,533,541,557,560,557
LOC114195894,104,172,181,159,220,224
LOC114164076,1266,1503,968,1148,1243,1240
LOC114164771,0,0,0,0,0,1
LOC114196337,72,88,69,86,94,113
LOC114196338,310,427,222,294,519,722
LOC114164009,103,114,67,142,138,169
LOC114163281,256,280,225,268,300,386
LOC114163164,314,399,290,259,419,519
LOC114164861,56,116,91,65,85,75
LOC114196008,1033,1361,897,1016,990,861
LOC114162837,14,28,26,40,23,34
LOC114164300,232,333,247,314,288,412
LOC114162434,1,6,2,2,6,2
LOC114162595,133,211,229,224,286,318
LOC114163962,338,396,331,392,398,444
LOC114163963,77,105,85,98,141,80
LOC114195931,20,50,34,27,32,42
LOC114162273,179,293,187,232,287,348
LOC114164320,468,683,624,652,734,773
LOC114164759,334,498,395,456,522,573
LOC114163217,288,365,349,393,335,437
LOC114164327,172,211,229,218,194,242
LOC114196029,100,111,114,107,144,153
LOC114162095,147,291,231,206,231,189
LOC114195838,4,8,2,0,2,8
LOC114163209,279,428,431,394,401,384
LOC114162967,300,535,370,426,474,556
LOC114162121,4,8,6,14,29,45
LOC114162278,62,90,78,116,95,116
LOC114164224,166,228,264,260,333,460
LOC114162187,10,64,20,26,32,41
LOC114164034,85,122,61,70,112,149
LOC114164625,58,132,93,109,115,129
LOC114164580,0,2,0,0,2,0
LOC114164581,4,1,2,2,0,11
LOC114162523,0,0,0,0,0,5
LOC114163025,10,6,18,3,6,0
LOC114163270,0,2,2,0,6,4
LOC114195851,304,620,326,359,488,578
LOC114162296,8,36,10,14,18,71
LOC114162233,8,16,12,18,22,27
LOC114163202,0,3,0,0,4,0
LOC114163201,6,2,10,4,2,14
LOC114162938,0,0,0,0,0,0
LOC114162939,0,0,0,0,0,0
LOC114164537,62,78,102,70,63,93
LOC114196268,46,77,66,84,76,98
LOC114164371,176,160,144,192,183,162
LOC114164446,0,0,0,0,0,0
LOC114163062,46,55,57,48,67,63
LOC114163061,53,90,64,76,75,116
LOC114163694,0,0,0,0,0,0
LOC114163695,0,0,0,0,0,0
LOC114163696,0,0,0,0,0,0
LOC114164564,312,325,271,270,396,386
LOC114162621,0,0,0,0,0,0
LOC114162590,9,21,6,18,20,42
LOC114163249,204,384,388,267,352,258
LOC114162794,72,106,67,88,73,94
LOC114163844,685,760,782,707,505,487
LOC114196290,162,211,177,228,261,368
LOC114196073,171,166,137,170,218,217
LOC114164092,144,143,112,128,106,200
LOC114162903,0,2,0,0,0,0
LOC114164262,42,32,24,42,31,50
LOC114163698,2,0,0,0,0,4
LOC114196310,219,497,311,325,406,567
LOC114162349,280,439,290,445,419,394
LOC114163828,565,438,590,462,482,377
LOC114164711,64,136,70,116,100,97
LOC114196224,39,48,44,78,73,67
LOC114164450,10,14,16,13,49,43
LOC114163340,195,224,173,152,210,264
LOC114163097,666,976,1169,1049,1018,902
LOC114163010,120,150,124,117,137,112
LOC114163699,0,0,0,0,0,0
LOC114163700,0,0,0,0,0,0
LOC114162714,17,18,2,10,6,25
LOC114163701,0,0,1,0,0,0
LOC114162844,0,0,0,2,2,0
LOC114164042,0,2,4,2,6,2
LOC114164041,71,101,103,94,89,145
LOC114195871,477,559,347,374,413,583
LOC114162759,172,169,168,195,169,210
LOC114162702,4,0,10,4,2,2
LOC114163808,33,21,25,50,52,63
LOC114162560,950,1435,1273,1370,1468,1439
LOC114162559,28,29,33,37,31,60
LOC114196319,48,57,42,48,39,79
LOC114162254,177,174,190,169,182,182
LOC114163702,0,0,0,0,0,0
LOC114162885,13,24,16,9,11,15
LOC114162884,2,4,2,2,0,0
LOC114196070,262,210,176,168,186,196
LOC114164064,187,247,166,189,257,327
LOC114162179,116,194,152,74,94,111
LOC114162477,75,108,130,122,130,151
LOC114162535,301,389,263,300,290,363
LOC114164236,36,91,78,59,74,47
LOC114164566,0,4,0,0,0,0
LOC114162606,59,112,83,103,105,102
LOC114163935,448,749,707,533,808,918
LOC114163703,0,0,0,0,0,0
LOC114163704,0,2,0,0,0,4
LOC114163015,38,75,42,66,71,49
LOC114163930,17,54,36,33,44,41
LOC114162690,0,2,2,2,0,2
LOC114162113,63,50,52,64,86,129
LOC114162528,39,99,83,86,91,97
LOC114164222,82,162,221,105,107,77
LOC114164294,245,407,351,286,304,248
LOC114162755,192,232,224,178,197,206
LOC114162166,0,0,0,0,0,0
LOC114164055,10,20,12,18,17,51
LOC114164054,0,4,2,0,0,0
LOC114195868,37,20,14,20,45,79
LOC114196165,121,129,116,114,147,187
LOC114164237,45,70,68,64,60,81
LOC114164307,47,66,42,56,63,99
LOC114164271,0,0,0,0,0,0
LOC114163705,0,0,0,0,0,0
LOC114164190,0,0,0,0,0,0
LOC114162201,0,0,0,0,0,0
LOC114163776,0,0,0,0,0,0
LOC114163779,54,104,44,75,90,134
LOC114163778,105,84,61,92,48,51
LOC114163777,0,1,2,0,2,0
LOC114163955,115,105,87,139,144,97
LOC114196107,38,4,50,38,10,22
LOC114196108,0,0,0,0,0,0
LOC114162734,2,0,0,0,2,8
LOC114164033,781,899,733,557,833,985
LOC114162865,504,60,223,168,136,94
LOC114162770,172,154,177,148,184,155
LOC114162612,63,72,87,76,89,114
LOC114195862,51,47,47,49,40,48
LOC114163055,314,332,152,190,234,385
LOC114162551,5,2,2,0,0,2
LOC114162946,159,219,197,168,244,240
LOC114163011,0,0,3,0,0,2
LOC114164725,0,0,0,0,2,0
LOC114163707,0,0,0,0,0,0
LOC114162203,12,20,64,22,24,43
LOC114195959,135,270,230,262,293,325
